540,"F-00721",140,378
51,"F-00741",140,203
12,"F-00744",140,29
245,"F-00748",140,305
208,"F-00759",140,65
60,"F-00779X",140,23
33,"F-00781X",140,3
1147,"F-00786",140,92
1146,"F-00786X",140,184
605,"F-00788",140,76
742,"F-00811",140,174
1140,"F-00815",140,357
809,"F-00817",140,149
315,"F-00820",140,72
870,"F-00835",140,218
314,"F-00837",140,62
1134,"F-00849X",140,56
988,"F-00850",140,105
720,"F-00859",140,153
1135,"F-00868X",140,74
101,"F-00886",140,87
130,"F-00887X",140,28
225,"F-00889",140,37
209,"F-00890",140,57
18,"F-00894",140,18
1049,"F-00902XA",140,67
124,"F-00915",140,98
288,"F-00916",140,461
316,"F-00927",140,90
247,"F-00938",140,65
131,"F-00978X",140,46
851,"F-00979",140,222
933,"F-00980",140,161
862,"F-00981",140,170
35,"F-00982",140,149
810,"F-00985",140,157
221,"F-01010",140,12
854,"F-01024",140,173
110,"F-01071",140,99
61,"F-01072X",140,11
19,"F-01106",140,43
169,"F-01148",140,332
154,"F-01153",140,73
370,"F-01157",140,162
397,"F-01158",140,95
132,"F-01159X",140,42
155,"F-01167",140,90
1139,"F-01171",140,381
564,"F-01173",140,108
1141,"F-01332",140,423
1145,"F-01340",140,259
520,"F-00613",200,83
1181,"F-01223A",200,270
579,"F-00106",260,0
694,"F-00542",260,0
279,"F-00012",300,34
511,"F-00014",300,120
515,"F-00015",300,67
277,"F-00016",300,103
273,"F-00018",300,42
548,"F-00023",300,84
280,"F-00024",300,77
278,"F-00034",300,96
274,"F-00035",300,71
513,"F-00038",300,134
1142,"F-00070",300,254
589,"F-00120",300,78
527,"F-00135",300,55
545,"F-00243",300,78
549,"F-00369",300,112
868,"F-00378",300,525
281,"F-00396",300,73
528,"F-00406",300,180
275,"F-00441",300,45
550,"F-00467",300,118
551,"F-00485",300,52
695,"F-00542A",300,248
276,"F-00642",300,72
529,"F-00724",300,196
516,"F-00764",300,131
517,"F-00911",300,132
282,"F-01179",300,72
1,"F-0000A",300,289
248,"F-0000B",300,458
518,"F-0000C",300,433
1060,"F-0000D",300,1912
283,"F-00012M",300,76
512,"F-00014M",300,244
476,"F-00014X",300,14
508,"F-00014X1",300,6
404,"F-00014XX",300,36
479,"F-00015X",300,9
408,"F-00015XX",300,20
255,"F-00016X",300,238
975,"F-00017",300,90
942,"F-00017X",300,71
925,"F-00017XX",300,124
251,"F-00018X",300,69
214,"F-00018XX",300,37
978,"F-00021",300,90
946,"F-00021X",300,96
927,"F-00021XX",300,123
875,"F-00022",300,270
795,"F-00022X",300,138
753,"F-00022XX",300,154
480,"F-00023X",300,23
409,"F-00023XX",300,35
284,"F-00024M",300,82
257,"F-00024X",300,146
218,"F-00024XX",300,89
608,"F-00025X",300,422
859,"F-00026M",300,69
790,"F-00026X",300,77
181,"F-00027X",300,331
317,"F-00028X",300,277
271,"F-00028XX",300,178
979,"F-00029",300,100
947,"F-00029X",300,97
928,"F-00029XX",300,80
976,"F-00033",300,184
943,"F-00033X",300,108
926,"F-00033XX",300,159
256,"F-00034X",300,230
252,"F-00035X",300,58
215,"F-00035XX",300,37
514,"F-00038M",300,187
477,"F-00038X",300,18
509,"F-00038X1",300,0
405,"F-00038XX",300,49
899,"F-00045",300,565
876,"F-00057",300,238
796,"F-00057X",300,145
754,"F-00057XX",300,157
969,"F-00062M",300,99
938,"F-00062X",300,227
921,"F-00062XX",300,36
488,"F-00070X",300,159
541,"F-00071",300,164
474,"F-00071X",300,274
519,"F-00072",300,509
468,"F-00072X",300,340
936,"F-00073",300,101
394,"F-00077",300,321
332,"F-00077X",300,360
303,"F-00079",300,38
428,"F-00090",300,86
429,"F-00090M",300,143
1160,"F-00090X",300,104
296,"F-00090XX",300,141
1055,"F-00091",300,431
544,"F-00093",300,57
574,"F-00094",300,202
494,"F-00094X",300,281
402,"F-00095",300,132
398,"F-00095M",300,67
333,"F-00095X",300,81
210,"F-00098",300,269
5,"F-00102",300,441
1065,"F-00103",300,98
1066,"F-00103M",300,148
1039,"F-00103X",300,34
495,"F-00106X",300,133
537,"F-00107",300,182
472,"F-00107X",300,137
590,"F-00120M",300,61
501,"F-00120X",300,35
403,"F-00121",300,50
399,"F-00121M",300,97
334,"F-00121X",300,39
31,"F-00122",300,44
244,"F-00123",300,473
201,"F-00123X",300,109
556,"F-00126",300,388
567,"F-00126A",300,74
813,"F-00128",300,171
750,"F-00128X",300,396
571,"F-00129",300,98
492,"F-00129X",300,26
811,"F-00133",300,119
743,"F-00133X",300,85
469,"F-00135X",300,74
882,"F-00139",300,27
816,"F-00139M",300,24
883,"F-00139X",300,32
797,"F-00139X1",300,339
456,"F-00171",300,286
459,"F-00171A",300,295
880,"F-00172",300,108
1058,"F-00176",300,289
6,"F-00178",300,233
381,"F-00198",300,245
323,"F-00198X",300,285
1026,"F-00205",300,228
1059,"F-00207",300,23
1038,"F-00207X",300,298
1057,"F-00211",300,444
1148,"F-00211X",300,293
153,"F-00216",300,55
146,"F-00217",300,272
226,"F-00219",300,163
186,"F-00219X",300,89
232,"F-00220",300,46
193,"F-00220X",300,43
236,"F-00221",300,63
196,"F-00221X",300,54
238,"F-00222",300,61
197,"F-00222X",300,59
292,"F-00223",300,66
233,"F-00223XX",300,234
297,"F-00224",300,178
298,"F-00225",300,58
300,"F-00225M",300,94
262,"F-00225X",300,92
388,"F-00226",300,234
389,"F-00226M",300,48
324,"F-00226X",300,63
289,"F-00226XM",300,107
290,"F-00226XX",300,105
406,"F-00227",300,39
437,"F-00228",300,24
351,"F-00228X",300,25
425,"F-00229",300,300
420,"F-00229M",300,141
341,"F-00229X",300,62
443,"F-00230",300,265
438,"F-00230M",300,90
352,"F-00230X",300,51
446,"F-00231",300,84
357,"F-00231X",300,142
452,"F-00232",300,194
360,"F-00232X",300,49
453,"F-00233",300,208
361,"F-00233X",300,50
460,"F-00234",300,102
365,"F-00234X",300,66
1167,"F-00235",300,137
374,"F-00236",300,281
319,"F-00236X",300,307
384,"F-00237",300,242
419,"F-00238",300,380
338,"F-00238X",300,297
375,"F-00239",300,79
439,"F-00240",300,37
353,"F-00240X",300,38
594,"F-00241",300,69
595,"F-00241M",300,13
502,"F-00241X",300,106
606,"F-00242",300,283
507,"F-00242X",300,351
546,"F-00243M",300,171
478,"F-00243X",300,14
510,"F-00243X1",300,6
407,"F-00243XX",300,62
565,"F-00244",300,149
534,"F-00245",300,192
533,"F-00245M",300,277
572,"F-00246",300,118
493,"F-00246X",300,50
640,"F-00247",300,24
1162,"F-00247A",300,241
601,"F-00247X",300,255
615,"F-00251",300,188
622,"F-00253",300,64
1166,"F-00253A",300,187
582,"F-00253X",300,138
623,"F-00254",300,170
628,"F-00255M",300,38
593,"F-00255X",300,147
655,"F-00256",300,755
693,"F-00257",300,198
682,"F-00258",300,291
707,"F-00259",300,267
708,"F-00259M",300,0
641,"F-00259X",300,40
673,"F-00261",300,47
668,"F-00261M",300,111
610,"F-00261X",300,22
683,"F-00262",300,247
684,"F-00262M",300,177
620,"F-00262X",300,15
727,"F-00263",300,20
728,"F-00264",300,12
758,"F-00265",300,37
723,"F-00265X",300,443
764,"F-00266",300,78
726,"F-00266X",300,300
765,"F-00267",300,4
729,"F-00267X",300,41
821,"F-00268",300,56
892,"F-00269",300,133
890,"F-00269A",300,223
894,"F-00269M",300,33
802,"F-00269X",300,122
827,"F-00270",300,0
823,"F-00270",300,73
805,"F-00270AX",300,204
762,"F-00270X",300,241
974,"F-00271",300,37
993,"F-00272",300,282
953,"F-00272X",300,353
994,"F-00273",300,66
954,"F-00273X",300,98
1000,"F-00274",300,257
998,"F-00274M",300,0
956,"F-00274X",300,27
1079,"F-00275",300,268
1046,"F-00275X",300,336
1074,"F-00276",300,0
1044,"F-00276X",300,263
1030,"F-00276XX",300,69
1115,"F-00277",300,333
1113,"F-00277X",300,356
211,"F-00280",300,103
566,"F-00281",300,150
489,"F-00281X",300,153
604,"F-00282",300,78
220,"F-00283",300,279
185,"F-00283X",300,650
203,"F-00284",300,341
182,"F-00284X",300,334
373,"F-00285",300,246
318,"F-00285X",300,335
905,"F-00286",300,214
385,"F-00287",300,218
581,"F-00288",300,421
583,"F-00288M",300,123
497,"F-00288X",300,125
1023,"F-00289",300,153
1014,"F-00289X",300,346
1024,"F-00290",300,161
1015,"F-00290X",300,356
445,"F-00291",300,289
299,"F-00292",300,67
301,"F-00292M",300,69
263,"F-00292X",300,81
596,"F-00293",300,79
503,"F-00293X",300,130
654,"F-00339",300,450
915,"F-00343",300,285
386,"F-00360",300,78
325,"F-00360X",300,52
291,"F-00360XX",300,77
481,"F-00369X",300,24
410,"F-00369XX",300,36
674,"F-00371",300,106
669,"F-00371M",300,151
611,"F-00371X",300,50
8,"F-00372",300,551
666,"F-00373",300,53
609,"F-00373X",300,319
1008,"F-00374",300,207
836,"F-00375",300,110
770,"F-00375X",300,19
709,"F-00376",300,0
1161,"F-00376X",300,190
600,"F-00377",300,8
506,"F-00377X",300,283
789,"F-00378X",300,521
747,"F-00378XX",300,167
680,"F-00380",300,330
619,"F-00380X",300,298
224,"F-00381",300,7
187,"F-00381X",300,97
1114,"F-00383",300,262
285,"F-00396M",300,85
258,"F-00396X",300,146
219,"F-00396XX",300,94
433,"F-00397",300,361
348,"F-00397X",300,346
1106,"F-00398",300,205
1097,"F-00398X",300,110
1091,"F-00398XX",300,54
616,"F-00399",300,193
712,"F-00400",300,3
644,"F-00400X",300,98
691,"F-00401",300,38
690,"F-00401A",300,306
627,"F-00401AX",300,353
629,"F-00401X",300,58
294,"F-00402",300,139
260,"F-00402X",300,151
470,"F-00406X",300,87
454,"F-00407",300,106
362,"F-00407X",300,57
855,"F-00409",300,346
787,"F-00409X",300,130
588,"F-00411",300,301
977,"F-00417",300,85
982,"F-00417A",300,165
944,"F-00417X",300,92
539,"F-00423",300,250
1163,"F-00423A",300,11
473,"F-00423X",300,297
1105,"F-00424",300,286
455,"F-00426",300,219
363,"F-00426X",300,38
916,"F-00433",300,234
937,"F-00435",300,112
268,"F-00440",300,119
249,"F-00440X",300,112
253,"F-00441X",300,53
216,"F-00441XX",300,44
1069,"F-00444",300,259
1070,"F-00444M",300,187
1042,"F-00444X",300,321
1027,"F-00444XX",300,2
395,"F-00445",300,274
329,"F-00445X",300,329
1063,"F-00446",300,123
1062,"F-00446A",300,297
692,"F-00447",300,121
1180,"F-00447A",300,181
630,"F-00447X",300,28
557,"F-00448",300,0
490,"F-00448X",300,0
1002,"F-00450",300,150
959,"F-00450X",300,33
1111,"F-00451",300,327
1101,"F-00451X",300,282
1095,"F-00451XX",300,223
482,"F-00467X",300,41
411,"F-00467XX",300,30
430,"F-00474",300,145
346,"F-00474X",300,130
696,"F-00475",300,23
632,"F-00475X",300,195
392,"F-00476",300,200
330,"F-00476X",300,139
881,"F-00478",300,128
861,"F-00479M",300,130
483,"F-00485X",300,39
412,"F-00485XX",300,36
980,"F-00486",300,95
1004,"F-00486A",300,312
948,"F-00486X",300,107
929,"F-00486XX",300,80
570,"F-00488",300,231
491,"F-00488X",300,236
427,"F-00488XX",300,174
523,"F-00489",300,289
873,"F-00492",300,110
793,"F-00492X",300,37
749,"F-00492XX",300,115
230,"F-00494",300,515
191,"F-00494X",300,365
179,"F-00494XX",300,311
213,"F-00497",300,282
184,"F-00497X",300,382
178,"F-00497XX",300,308
295,"F-00499",300,159
261,"F-00499X",300,148
699,"F-00501",300,85
635,"F-00501X",300,30
535,"F-00509",300,125
240,"F-00512",300,56
198,"F-00512X",300,59
243,"F-00513",300,17
1171,"F-00513AX",300,45
447,"F-00515",300,27
448,"F-00515M",300,270
597,"F-00518",300,92
598,"F-00518M",300,109
504,"F-00518X",300,125
910,"F-00522",300,194
9,"F-00523",300,519
618,"F-00524",300,107
575,"F-00524X",300,215
568,"F-00527",300,224
160,"F-00531X",300,19
586,"F-00534",300,522
585,"F-00534A",300,61
587,"F-00534M",300,254
500,"F-00534X",300,242
678,"F-00535",300,226
617,"F-00535X",300,290
971,"F-00537",300,177
939,"F-00537X",300,54
922,"F-00537XX",300,335
972,"F-00539",300,382
973,"F-00539M",300,212
941,"F-00539X",300,199
940,"F-00539XM",300,430
830,"F-00540",300,499
763,"F-00540X",300,334
725,"F-00540XX",300,148
675,"F-00541",300,91
612,"F-00541X",300,47
697,"F-00542M",300,192
633,"F-00542X",300,10
421,"F-00543",300,66
342,"F-00543X",300,54
700,"F-00544",300,25
706,"F-00544A",300,91
636,"F-00544X",300,30
676,"F-00545",300,108
670,"F-00545M",300,123
884,"F-00546",300,64
798,"F-00546M",300,108
885,"F-00546X",300,48
177,"F-00547",300,291
168,"F-00547X",300,328
1080,"F-00560",300,8
1047,"F-00560X",300,107
1033,"F-00560XX",300,275
1064,"F-00569",300,268
1040,"F-00569X",300,143
180,"F-00576",300,93
1083,"F-00581",300,249
1050,"F-00581X",300,73
1032,"F-00582",300,125
686,"F-00583",300,196
856,"F-00584",300,25
788,"F-00584X",300,122
1005,"F-00585",300,300
962,"F-00585X",300,351
1021,"F-00587",300,150
1022,"F-00587M",300,272
1013,"F-00587X",300,429
989,"F-00587XX",300,346
1020,"F-00588",300,334
1012,"F-00588X",300,314
986,"F-00588XX",300,337
866,"F-00589",300,74
869,"F-00589A",300,350
791,"F-00589X",300,120
748,"F-00589XX",300,210
685,"F-00592",300,140
621,"F-00592X",300,112
983,"F-00593",300,166
945,"F-00593X",300,113
1151,"F-00594",300,94
462,"F-00599",300,192
366,"F-00599X",300,268
393,"F-00601",300,220
331,"F-00601X",300,153
569,"F-00604",300,191
417,"F-00612",300,95
339,"F-00612X",300,163
1011,"F-00622",300,615
966,"F-00622X",300,367
935,"F-00622XX",300,280
838,"F-00624",300,33
774,"F-00624X",300,62
536,"F-00631",300,132
254,"F-00642X",300,70
217,"F-00642XX",300,36
1076,"F-00644",300,64
1122,"F-00647",300,248
376,"F-00651",300,160
320,"F-00651X",300,62
400,"F-00652",300,140
335,"F-00652X",300,86
554,"F-00653",300,0
486,"F-00653X",300,9
573,"F-00658",300,120
161,"F-00659",300,16
591,"F-00661",300,167
592,"F-00661M",300,134
886,"F-00662",300,48
799,"F-00662M",300,99
887,"F-00662X",300,50
162,"F-00667X",300,67
440,"F-00668",300,95
354,"F-00668X",300,44
584,"F-00669",300,74
498,"F-00669X",300,118
227,"F-00670",300,147
231,"F-00670A",300,9
192,"F-00670AX",300,25
188,"F-00670X",300,87
777,"F-00671",300,94
734,"F-00671X",300,73
241,"F-00672",300,61
199,"F-00672X",300,53
918,"F-00673X",300,113
1072,"F-00678",300,356
1043,"F-00678X",300,328
730,"F-00683",300,29
701,"F-00683X",300,49
32,"F-00687",300,96
679,"F-00694",300,154
687,"F-00695",300,224
831,"F-00697",300,248
817,"F-00698",300,301
755,"F-00698X",300,104
984,"F-00704",300,231
898,"F-00706",300,254
806,"F-00706X",300,276
897,"F-00709",300,460
463,"F-00712",300,116
542,"F-00713",300,75
475,"F-00713X",300,281
599,"F-00714",300,74
505,"F-00714X",300,124
422,"F-00716",300,129
343,"F-00716X",300,57
434,"F-00717",300,534
1006,"F-00718",300,95
963,"F-00718X",300,0
1175,"F-00718XX",300,146
999,"F-00719",300,0
957,"F-00719X",300,101
471,"F-00724X",300,80
992,"F-00725",300,331
952,"F-00725X",300,359
7,"F-00726",300,571
967,"F-00727",300,0
909,"F-00729",300,15
577,"F-00731",300,15
814,"F-00734",300,333
751,"F-00734X",300,449
815,"F-00735",300,404
752,"F-00735X",300,317
1067,"F-00737",300,169
1068,"F-00737M",300,165
1041,"F-00737X",300,136
379,"F-00738",300,320
269,"F-00739",300,119
250,"F-00739X",300,131
1089,"F-00742",300,60
893,"F-00743",300,75
803,"F-00743X",300,132
1084,"F-00745",300,247
1051,"F-00745X",300,73
888,"F-00749",300,42
800,"F-00749�",300,27
906,"F-00750",300,84
841,"F-00751",300,210
907,"F-00752",300,87
778,"F-00752XX",300,32
874,"F-00754",300,54
794,"F-00754X",300,125
1007,"F-00755",300,257
964,"F-00755X",300,15
934,"F-00755XX",300,142
997,"F-00756",300,0
958,"F-00756X",300,22
981,"F-00762",300,120
949,"F-00762X",300,104
930,"F-00762XX",300,78
484,"F-00764X",300,38
413,"F-00764XX",300,37
812,"F-00765",300,521
745,"F-00765X",300,76
837,"F-00766",300,149
771,"F-00766X",300,23
711,"F-00780",300,269
643,"F-00780X",300,308
377,"F-00783",300,148
321,"F-00783X",300,50
212,"F-00796",300,106
183,"F-00796X",300,51
242,"F-00797",300,72
200,"F-00797X",300,60
1144,"F-00798",300,412
991,"F-00800",300,150
951,"F-00800X",300,320
1001,"F-00801",300,167
960,"F-00801X",300,42
1077,"F-00803",300,102
228,"F-00806",300,24
189,"F-00806X",300,164
234,"F-00807",300,144
194,"F-00807X",300,167
602,"F-00808",300,46
818,"F-00809",300,171
842,"F-00810",300,210
783,"F-00810X",300,212
677,"F-00812",300,36
704,"F-00813",300,104
637,"F-00813X",300,25
895,"F-00814",300,75
820,"F-00814X",300,326
902,"F-00816",300,107
457,"F-00818",300,247
578,"F-00819",300,6
756,"F-00821",300,27
721,"F-00821X",300,266
1165,"F-00824",300,229
779,"F-00825",300,110
735,"F-00825X",300,81
719,"F-00826",300,176
651,"F-00826X",300,331
607,"F-00826XX",300,328
1085,"F-00827",300,104
1052,"F-00827X",300,395
1037,"F-00827XX",300,22
423,"F-00829",300,139
340,"F-00829X",300,169
401,"F-00830",300,62
336,"F-00830X",300,92
378,"F-00831",300,189
322,"F-00831X",300,60
710,"F-00832",300,0
642,"F-00832X",300,229
390,"F-00833",300,53
326,"F-00833X",300,84
773,"F-00838",300,330
733,"F-00838X",300,365
757,"F-00839",300,39
722,"F-00839X",300,248
903,"F-00843",300,67
547,"F-00844",300,59
834,"F-00847",300,31
766,"F-00847X",300,117
1054,"F-00857X",300,364
603,"F-00860",300,59
900,"F-00869",300,24
807,"F-00869X",300,171
828,"F-00871",300,152
839,"F-00872",300,61
775,"F-00872X",300,91
759,"F-00877",300,30
724,"F-00877X",300,359
449,"F-00878",300,37
450,"F-00878M",300,127
359,"F-00878X",300,26
1071,"F-00880",300,527
1056,"F-00880X",300,618
1016,"F-00880XX",300,358
713,"F-00881",300,83
645,"F-00881X",300,100
832,"F-00899",300,268
819,"F-00900",300,191
265,"F-00901",300,68
1081,"F-00902",300,11
1082,"F-00902A",300,31
1048,"F-00902X",300,126
1090,"F-00908",300,210
1036,"F-00910",300,264
1019,"F-00910X",300,354
485,"F-00911X",300,35
414,"F-00911XX",300,30
824,"F-00914",300,86
760,"F-00914X",300,66
451,"F-00917",300,161
358,"F-00917X",300,181
435,"F-00919",300,88
349,"F-00919X",300,146
731,"F-00922",300,8
702,"F-00922X",300,55
671,"F-00923",300,49
613,"F-00923X",300,142
302,"F-00926",300,63
264,"F-00926X",300,96
715,"F-00930",300,252
647,"F-00930X",300,140
782,"F-00931",300,267
738,"F-00931X",300,317
1028,"F-00932",300,13
337,"F-00933",300,86
688,"F-00934",300,98
624,"F-00934X",300,167
580,"F-00935",300,223
496,"F-00935X",300,148
1109,"F-00939",300,87
1099,"F-00939X",300,121
1093,"F-00939XX",300,97
833,"F-00940",300,385
467,"F-00941",300,281
368,"F-00941X",300,345
877,"F-00943",300,265
229,"F-00948",300,22
190,"F-00948X",300,164
235,"F-00949",300,132
195,"F-00949X",300,165
829,"F-00950",300,210
840,"F-00951",300,80
776,"F-00951X",300,81
698,"F-00952",300,200
634,"F-00952X",300,208
825,"F-00960",300,118
761,"F-00960X",300,45
896,"F-00961",300,347
804,"F-00961X",300,294
826,"F-00962",300,127
458,"F-00965",300,115
364,"F-00965X",300,276
391,"F-00966",300,277
328,"F-00966X",300,321
844,"F-00970",300,206
785,"F-00970X",300,164
1078,"F-00973",300,105
919,"F-00980X",300,140
863,"F-00981M",300,103
441,"F-00983",300,57
355,"F-00983X",300,62
1103,"F-00984",300,327
780,"F-00986",300,152
736,"F-00986X",300,87
1110,"F-00988",300,72
1100,"F-00988X",300,142
1094,"F-00988XX",300,99
716,"F-00990",300,94
648,"F-00990X",300,143
705,"F-00994",300,135
638,"F-00994X",300,20
845,"F-00996",300,203
786,"F-00996X",300,168
1061,"F-01002",300,290
1073,"F-01003",300,31
1087,"F-01006",300,157
1053,"F-01006X",300,361
442,"F-01009",300,115
356,"F-01009X",300,74
426,"F-01018",300,285
345,"F-01018X",300,295
717,"F-01019",300,82
649,"F-01019X",300,142
387,"F-01021",300,210
327,"F-01021X",300,73
901,"F-01023",300,14
808,"F-01023X",300,187
769,"F-01028",300,281
732,"F-01028X",300,346
768,"F-01029",300,174
1034,"F-01030",300,94
1017,"F-01030X",300,172
965,"F-01030XX",300,353
1120,"F-01037",300,109
1118,"F-01037X",300,218
1116,"F-01037XX",300,95
424,"F-01039",300,102
418,"F-01039A",300,288
344,"F-01039X",300,70
552,"F-01042",300,109
1086,"F-01043",300,255
631,"F-01044",300,15
835,"F-01045",300,87
767,"F-01045X",300,125
562,"F-01046",300,244
558,"F-01046M",300,549
867,"F-01048",300,129
792,"F-01048X",300,146
746,"F-01048XX",300,80
985,"F-01050",300,239
950,"F-01050X",300,346
781,"F-01054",300,175
737,"F-01054X",300,81
1107,"F-01062",300,221
1098,"F-01062X",300,142
1092,"F-01062XX",300,103
1003,"F-01063",300,119
961,"F-01063X",300,22
923,"F-01066",300,154
924,"F-01069",300,168
911,"F-01069X",300,298
1102,"F-01085",300,0
904,"F-01090",300,514
772,"F-01090XX",300,14
431,"F-01092",300,110
432,"F-01092M",300,169
347,"F-01092X",300,156
1075,"F-01095",300,574
1045,"F-01095X",300,357
1031,"F-01095XX",300,322
465,"F-01096",300,168
466,"F-01099",300,165
1035,"F-01104",300,124
1018,"F-01104X",300,172
1010,"F-01104XX",300,305
