"Product SKU";"Product Name";"Price";"Quantity";"size"
4499;4499;100;8;"010*019"
4271;4271;80;0;"010*020"
4888;4888;80;0;"010*022"
4832;4832;80;0;"010*023"
4889;4889;80;6;"010*024"
4585;4585;80;6;"010*024"
4360;4360;80;9;"010*024"
4405;4405;100;0;"010*25.5"
4891;4891;80;0;"010*025"
4829;4829;80;0;"010*025"
4892;4892;80;8;"010*026"
4406;4406;100;0;"010*027"
4893;4893;80;8;"010*28.5"
4410;4410;80;0;"010*028"
4894;4894;80;8;"010*030"
4741;4741;80;10;"010*030"
8895;4895;80;8;"010*030"
4160;4160;460;5;"100*114"
4320;4320;200;5;"100*115"
3373;3373;340;1;"100*120"
4672;4672;440;5;"100*120"
3271;3271;340;1;"100*124"
3839;3839;480;5;"100*125"
3660;3660;500;5;"100*130"
3372;3372;340;1;"100*130"
4486;4486;500;5;"100*130"
3992;3992;540;0;"100*135"
4331;4331;540;5;"100*135"
4673;4673;580;5;"100*140"
4728;4728;580;5;"100*150"
4404;4404;660;0;"100*160"
4729;4729;660;5;"100*160"
3820;3820;860;0;"100*180"
4376;4376;680;0;"102*120"
3361;3361;340;1;"102*125"
4746;4746;480;5;"102*125"
4529;4529;500;5;"102*130"
3429;3429;340;3;"105*120"
4196;4196;480;0;"105*125"
4151;4151;500;5;"105*130"
3428;3428;340;1;"105*130"
3427;3427;340;1;"105*135"
4276;4276;620;5;"105*135"
4049;4049;580;0;"105*140"
4730;4730;580;5;"105*145"
3990;3990;580;0;"107*140"
4846;4846;160;0;"011.7*025"
4442;4442;3440;0;"011.750*013.250"
4896;4896;100;0;"011*018"
4830;4830;120;0;"011*018"
;4612;120;9;"011*018"
4460;4460;100;8;"011*019"
4557;4557;80;10;"011*022"
4554;4554;80;10;"011*023"
4874;4874;80;8;"011*025"
4880;4880;80;8;"011*028"
4881;4881;80;8;"011*030"
4883;4883;100;0;"011*035"
4095;4095;560;5;"110*130"
3876;3876;560;5;"110*130"
4337;4337;500;5;"110*130"
4080;4080;660;0;"110*135"
3630;3630;540;5;"110*135"
3817;3817;580;0;"110*140"
3700;3700;580;5;"110*140"
4353;4353;580;5;"110*145"
4354;4354;580;5;"110*150"
4590;4590;580;5;"110*150"
4731;4731;660;5;"110*160"
4131;4131;760;5;"110*170"
4050;4050;1160;0;"110*200"
3822;3822;680;0;"114*135"
3720;3720;1040;5;"114*142/170"
4072;4072;580;0;"115*140"
4370;4370;580;10;"115*145"
4253;4253;580;0;"115*150"
3959;3959;580;0;"118*140"
3621;3621;580;10;"118*150"
4518;4518;120;9;"012.5*032"
4519;4519;140;9;"012.5*036"
4408;4408;100;0;"012.7*027"
4409;4409;100;0;"012.7*028.5"
4903;4903;100;9;"012.7*032"
4492;4492;120;8;"012*017.5"
4421;4421;100;0;"012*018"
4445;4445;100;0;"012*019"
4545;4545;100;10;"012*019"
4849;4849;140;0;"012*020"
4686;4686;100;0;"012*021"
4887;4887;100;9;"012*021"
4261;4261;80;0;"012*022"
4340;4340;100;9;"012*022"
4510;4510;80;9;"012*022"
4606;4606;80;10;"012*25.5"
4689;4689;80;0;"012*025"
4641;4641;80;5;"012*025"
4407;4407;100;0;"012*025"
4897;4897;80;0;"012*026"
4898;4898;80;7;"012*027"
4378;4378;120;0;"012*028"
4371;4371;80;9;"012*029"
4899;4899;100;9;"012*032"
4387;4387;80;0;"012*032"
4900;4900;100;0;"012*034"
4282;4282;180;9;"012*35.2"
4901;4901;100;9;"012*035"
4286;4286;140;10;"012*036"
4560;4560;100;0;"012*038"
4287;4287;140;9;"012*039"
4902;4902;100;9;"012*040"
4579;4579;120;9;"012*042"
4643;4643;580;5;"120*140"
3811;3811;820;0;"120*145"
4355;4355;580;0;"120*145"
4126;4126;660;5;"120*150"
3840;3840;580;0;"120*150"
4317;4317;660;5;"120*155"
3960;3960;660;0;"120*160"
4719;4719;660;0;"120*160"
4732;4732;760;5;"120*170"
3961;3961;860;0;"120*180"
4834;4834;1160;5;"120*195"
3721;3721;780;5;"121*152"
4078;4078;580;5;"122*141"
4338;4338;580;5;"125*145"
4154;4154;580;0;"125*150"
3805;3805;660;0;"125*150"
4270;4270;580;0;"125*150"
4281;4281;900;5;"125*155"
4342;4342;660;5;"125*160"
4733;4733;660;5;"125*160"
4452;4452;660;5;"127*147"
4468;4468;100;0;"013.3*020"
4262;4262;100;0;"013*022"
4263;4263;100;0;"013*022"
4843;4843;120;0;"013*026"
4904;4904;80;0;"013*027"
4905;4905;80;10;"013*030"
4842;4842;80;0;"013*030"
4906;4906;100;10;"013*035"
4403;4403;660;0;"130*146"
4339;4339;580;5;"130*150"
4472;4472;660;0;"130*155"
4854;4854;660;5;"130*160"
4567;4567;760;5;"130*170"
4734;4734;760;5;"130*170"
3983;3983;960;0;"130*180"
4735;4735;860;5;"130*180"
4736;4736;1160;5;"130*200"
4325;4325;1500;5;"130*230"
4543;4543;580;5;"135*150"
4277;4277;660;5;"135*160"
4155;4155;760;0;"135*165"
3731;3731;760;0;"135*165"
4030;4030;760;0;"135*170"
4722;4722;760;0;"135*170"
4071;4071;1000;0;"135*175"
4823;4823;860;5;"135*175"
4737;4737;860;5;"135*180"
3991;3991;660;0;"136*158"
4379;4379;740;0;"139*158"
4341;4341;100;10;"014*022"
4399;4399;100;0;"014*022"
4436;4436;100;9;"014*023"
4907;4907;80;5;"014*027"
