"Product SKU","Product Name","Price","Quantity","Product size,Product tip,Product tcs"
"214","F-00018XX","120","49",""
"213","F-00497","95","257",""
"212","F-00796","95","153",""
"211","F-00280","95","136",""
"210","F-00098","95","141",""
"209","F-00890","60","135",""
"208","F-00759","60","115",""
"207","F-00680","60","136",""
"206","F-00193","60","122",""
"205","F-00069","60","120",""
"204","F-00425","60","68",""
"203","F-00284","95","164",""
"202","F-00027","60","214",""
"201","F-00123X","120","137",""
"200","F-00797X","120","3",""
"199","F-00672X","120","5",""
"198","F-00512X","120","4",""
"197","F-00222X","120","6",""
"196","F-00221X","120","5",""
"195","F-00949X","120","33",""
"194","F-00807X","120","31",""
"193","F-00220X","120","57",""
"192","F-00670AX","120","44",""
"191","F-00494X","120","226",""
"190","F-00948X","120","21",""
"189","F-00806X","120","38",""
"188","F-00670X","120","6",""
"187","F-00381X","120","8",""
"186","F-00219X","120","23",""
"185","F-00283X","120","78",""
"184","F-00497X","120","223",""
"183","F-00796X","120","68",""
"182","F-00284X","120","62",""
"181","F-00027X","120","56",""
"180","F-00576","95","23",""
"179","F-00494XX","120","0",""
"178","F-00497XX","120","11",""
"177","F-00547","95","23",""
"176","F-00605","60","250",""
"175","F-00442","60","358",""
"174","F-00493","60","50",""
"173","F-00531","60","125",""
"172","F-00720","60","330",""
"171","F-00667","60","322",""
"170","F-00168","60","210",""
"169","F-01148","60","132",""
"168","F-00547X","120","63",""
"167","F-00191","60","154",""
"166","F-00104","60","123",""
"165","F-00109","60","1017",""
"164","F-00420","60","96",""
"163","F-00108","60","76",""
"162","F-00667X","95","180",""
"161","F-00659","95","180",""
"160","F-00531X","95","18",""
"159","F-00186","60","356",""
"158","F-00100","60","360",""
"157","F-00100A","60","105",""
"156","F-00186A","60","109",""
"155","F-01167","60","17",""
"154","F-01153","60","11",""
"153","F-00216","95","90",""
"152","F-00166","60","16",""
"151","F-00562","60","347",""
"150","F-00640","60","118",""
"149","F-00609","60","104",""
"148","F-00502","60","14",""
"147","F-00153","60","5",""
"146","F-00217","95","45",""
"145","F-00058","35","157",""
"144","F-00884","35","195",""
"143","F-00666","35","58",""
"142","F-00054","35","20",""
"141","F-01159","35","297",""
"140","F-00978","35","446",""
"139","F-00887","35","433",""
"138","F-00681","35","441",""
"137","F-00663","35","430",""
"136","F-00558","35","430",""
"135","F-00297","35","450",""
"134","F-00063","35","386",""
"133","F-00138","60","260",""
"132","F-01159X","60","47",""
"131","F-00978X","60","41",""
"130","F-00887X","60","28",""
"129","F-00681X","60","50",""
"128","F-00663X","60","16",""
"127","F-00558X","60","40",""
"126","F-00297X","60","40",""
"125","F-00063X","60","14",""
"124","F-00915","60","110",""
"123","F-00436","60","108",""
"122","F-00641","60","159",""
"121","F-00163","60","18",""
"120","F-00158","60","8",""
"119","F-00146","60","41",""
"118","F-00561","35","224",""
"117","F-00368","35","121",""
"116","F-00868","35","697",""
"115","F-00895","35","170",""
"114","F-00688","35","170",""
"113","F-00677","35","170",""
"112","F-00087","35","151",""
"111","F-00529","60","308",""
"110","F-01071","60","42",""
"109","F-00421","60","62",""
"108","F-00145","60","65",""
"107","F-00143","60","63",""
"106","F-00144","60","18",""
"105","F-00533","35","176",""
"104","F-00607","35","835",""
"103","F-00308","60","227",""
"102","F-00184","60","333",""
"101","F-00886","60","290",""
"100","F-00140","60","285",""
"99","F-01105","35","249",""
"98","F-01100","35","210",""
"97","F-00849","35","145",""
"96","F-00037","35","678",""
"95","F-00011","35","450",""
"94","F-00040","35","161",""
"93","F-00039","35","133",""
"92","F-00030","60","205",""
"91","F-01052","35","100",""
"90","F-01051","35","90",""
"89","F-00418","35","97",""
"88","F-00187","35","96",""
"87","F-00366","35","8",""
"86","F-01072","35","500",""
"85","F-00779","35","465",""
"84","F-00600","35","500",""
"83","F-00403","35","468",""
"82","F-00114","35","350",""
"81","F-00619","35","219",""
"80","F-00769","35","80",""
"79","F-00315","35","69",""
"78","F-00111","35","257",""
"77","F-00740","35","1076",""
"76","F-00110","35","1009",""
"75","F-00993","35","596",""
"74","F-00459","60","648",""
"73","F-00484","35","2264",""
"72","F-00313","35","390",""
"71","F-00307","60","14",""
"70","F-00163X","60","249",""
"69","F-00993X","35","156",""
"68","F-00313X","60","21",""
"67","F-01140","35","249",""
"66","F-00395","35","465",""
"65","F-00189","35","402",""
"64","F-00657","35","150",""
"63","F-00136","35","168",""
"61","F-01072X","60","68",""
"60","F-00779X","60","14",""
"59","F-00600X","60","71",""
"58","F-00403X","60","66",""
"57","F-00366X","60","75",""
"56","F-00114X","60","60",""
"55","F-00484X","60","263",""
"54","F-00464","60","355",""
"53","F-00185","35","316",""
"52","F-00421X","60","59",""
"51","F-00741","60","30",""
"50","F-00164","60","53",""
"49","F-00959","35","91",""
"48","F-00117","35","113",""
"47","F-00648","35","59",""
"46","F-00517","35","30",""
"45","F-00183","35","28",""
"44","F-00051","35","25",""
"43","F-01091","35","113",""
"42","F-00855","35","120",""
"41","F-00771","35","116",""
"40","F-00152","35","111",""
"39","F-00782","35","140",""
"38","F-00632","35","138",""
"37","F-00080","35","132",""
"36","F-00182","35","246",""
"35","F-00982","60","14",""
"34","F-00519","60","19",""
"33","F-00781X","60","32",""
"32","F-00687","95","135",""
"31","F-00122","95","136",""
"30","F-00165","60","271",""
"29","F-00465","60","299",""
"28","F-00154","35","297",""
"27","F-00473","35","70",""
"26","F-00414","35","70",""
"25","F-00356","60","59",""
"24","F-00556","60","428",""
"23","F-00586","60","402",""
"22","F-00506","60","115",""
"21","F-00148","60","120",""
"20","F-00976","35","37",""
"19","F-01106","60","78",""
"18","F-00894","60","84",""
"17","F-00689","60","79",""
"16","F-00555","60","86",""
"15","F-00149","60","66",""
"14","F-00052","35","246",""
"13","F-00365","35","47",""
"12","F-00744","60","123",""
"11","F-00597","60","119",""
"10","F-00432","60","101",""
"9","F-00523","95","326",""
"8","F-00372","95","294",""
"7","F-00726","95","295",""
"6","F-00178","95","131",""
"5","F-00102","95","129",""
"4","F-00608","60","341",""
"3","F-00355","60","13",""
"2","F-00074","60","11",""
"1","F-0000A","120","397",""
