"Product SKU","Product Name","Price","Quantity","Product size,Product tip,Product tcs"
"490","F-00448X","120","57",""
"489","F-00281X","120","74",""
"488","F-00070X","120","68",""
"487","F-01175X","120","185",""
"486","F-00653X","120","201",""
"485","F-00911X","120","11",""
"484","F-00764X","120","21",""
"483","F-00485X","120","14",""
"482","F-00467X","120","25",""
"481","F-00369X","120","10",""
"480","F-00023X","120","25",""
"479","F-00015X","120","2",""
"478","F-00243X","120","26",""
"477","F-00038X","120","58",""
"476","F-00014X","120","77",""
"475","F-00713X","120","186",""
"474","F-00071X","120","138",""
"473","F-00423X","120","35",""
"472","F-00107X","120","160",""
"471","F-00724X","120","17",""
"470","F-00406X","120","27",""
"469","F-00135X","120","16",""
"468","F-00072X","120","68",""
"467","F-00941","95","16",""
"466","F-01099","95","213",""
"465","F-01096","95","221",""
"464","F-01150","95","217",""
"463","F-00712","95","194",""
"462","F-00599","95","157",""
"461","F-00099","60","104",""
"460","F-00234","95","267",""
"459","F-00171A","95","10",""
"458","F-00965","95","217",""
"457","F-00818","95","133",""
"456","F-00171","95","30",""
"455","F-00426","95","185",""
"454","F-00407","95","93",""
"453","F-00233","95","153",""
"452","F-00232","95","169",""
"451","F-00917","95","329",""
"450","F-00878M","95","297",""
"449","F-00878","95","65",""
"448","F-00515M","95","140",""
"447","F-00515","95","63",""
"446","F-00231","95","124",""
"445","F-00291","95","40",""
"444","F-01117","95","152",""
"443","F-00230","95","36",""
"442","F-01009","95","165",""
"441","F-00983","95","160",""
"440","F-00668","95","175",""
"439","F-00240","95","141",""
"438","F-00230M","95","171",""
"437","F-00228","95","162",""
"436","F-01129","95","3",""
"435","F-00919","95","0",""
"434","F-00717","95","287",""
"433","F-00397","95","547",""
"432","F-01092M","95","295",""
"431","F-01092","95","92",""
"430","F-00474","95","310",""
"429","F-00090M","95","302",""
"428","F-00090","95","71",""
"427","F-00488XX","120","201",""
"426","F-01018","95","35",""
"425","F-00229","95","7",""
"424","F-01039","95","263",""
"423","F-00829","95","275",""
"422","F-00716","95","264",""
"421","F-00543","95","219",""
"420","F-00229M","95","263",""
"419","F-00238","95","41",""
"418","F-01039A","95","17",""
"417","F-00612","95","110",""
"416","F-00387M","60","282",""
"415","F-00387","60","251",""
"414","F-00911XX","120","50",""
"413","F-00764XX","120","39",""
"412","F-00485XX","120","45",""
"411","F-00467XX","120","50",""
"410","F-00369XX","120","45",""
"409","F-00023XX","120","43",""
"408","F-00015XX","120","40",""
"407","F-00243XX","120","7",""
"406","F-00227","120","7",""
"405","F-00038XX","120","1",""
"404","F-00014XX","120","11",""
"403","F-00121","95","228",""
"402","F-00095","95","227",""
"401","F-00830","95","265",""
"400","F-00652","95","264",""
"399","F-00121M","95","255",""
"398","F-00095M","95","260",""
"397","F-01158","60","271",""
"396","F-00048","60","223",""
"395","F-00445","95","68",""
"394","F-00077","95","45",""
"393","F-00601","95","81",""
"392","F-00476","95","0",""
"391","F-00966","95","56",""
"390","F-00833","95","214",""
"389","F-00226M","95","216",""
"388","F-00226","95","23",""
"387","F-01021","95","250",""
"386","F-00360","95","220",""
"385","F-00287","95","282",""
"384","F-00237","95","35",""
"383","F-00496","60","88",""
"382","F-00295","60","106",""
"381","F-00198","95","345",""
"380","F-00078","60","129",""
"379","F-00738","95","46",""
"378","F-00831","95","280",""
"377","F-00783","95","300",""
"376","F-00651","95","180",""
"375","F-00239","95","215",""
"374","F-00236","95","65",""
"373","F-00285","95","26",""
"372","F-00028","60","411",""
"371","F-00089","60","0",""
"370","F-01157","60","245",""
"369","F-00332","60","231",""
"368","F-00941X","120","77",""
"367","F-00242XX","120","31",""
"366","F-00599X","120","40",""
"365","F-00234X","120","89",""
"364","F-00965X","120","25",""
"363","F-00426X","120","61",""
"362","F-00407X","120","72",""
"361","F-00233X","120","63",""
"360","F-00232X","120","72",""
"359","F-00878X","120","84",""
"358","F-00917X","120","129",""
"357","F-00231X","120","114",""
"356","F-01009X","120","79",""
"355","F-00983X","120","72",""
"354","F-00668X","120","89",""
"353","F-00240X","120","85",""
"352","F-00230X","120","91",""
"351","F-00228X","120","74",""
"350","F-01129X","120","14",""
"349","F-00919X","120","13",""
"348","F-00397X","120","258",""
"347","F-01092X","120","189",""
"346","F-00474X","120","173",""
"345","F-01018X","120","15",""
"344","F-01039X","120","66",""
"343","F-00716X","120","76",""
"342","F-00543X","120","61",""
"341","F-00229X","120","61",""
"340","F-00829X","120","71",""
"339","F-00612X","120","59",""
"338","F-00238X","120","53",""
"337","F-00933","120","115",""
"336","F-00830X","120","115",""
"335","F-00652X","120","115",""
"334","F-00121X","120","103",""
"333","F-00095X","120","92",""
"332","F-00077X","120","79",""
"331","F-00601X","120","50",""
"330","F-00476X","120","18",""
"329","F-00445X","120","54",""
"328","F-00966X","120","41",""
"327","F-01021X","120","83",""
"326","F-00833X","120","97",""
"325","F-00360X","120","80",""
"324","F-00226X","120","73",""
"323","F-00198X","120","12",""
"322","F-00831X","120","57",""
"321","F-00783X","120","38",""
"320","F-00651X","120","21",""
"319","F-00236X","120","43",""
"318","F-00285X","120","64",""
"317","F-00028X","120","16",""
"316","F-00927","60","248",""
"315","F-00820","60","150",""
"314","F-00837","60","249",""
"313","F-00590","60","231",""
"312","F-00130","60","289",""
"311","F-00086","60","318",""
"310","F-00296","60","216",""
"309","F-01065","60","239",""
"308","F-00758","60","240",""
"307","F-00118","60","123",""
"306","F-00036","60","233",""
"305","F-00032","60","239",""
"304","F-00082","60","67",""
"303","F-00079","120","42",""
"302","F-00926","95","9",""
"301","F-00292M","95","98",""
"300","F-00225M","95","95",""
"299","F-00292","95","134",""
"298","F-00225","95","108",""
"297","F-00224","95","296",""
"296","F-00090XX","120","256",""
"295","F-00499","95","238",""
"294","F-00402","95","224",""
"293","F-00195","60","274",""
"292","F-00223","95","162",""
"291","F-00360XX","120","9",""
"290","F-00226XX","120","46",""
"289","F-00226XM","120","28",""
"288","F-00916","60","206",""
"287","F-00194","60","234",""
"286","F-01179M","95","111",""
"285","F-00396M","95","118",""
"284","F-00024M","95","111",""
"283","F-00012M","95","100",""
"282","F-01179","95","81",""
"281","F-00396","95","101",""
"280","F-00024","95","91",""
"279","F-00012","95","86",""
"278","F-00034","95","265",""
"277","F-00016","95","240",""
"276","F-00642","95","158",""
"275","F-00441","95","157",""
"274","F-00035","95","153",""
"273","F-00018","95","131",""
"272","F-00097","60","166",""
"271","F-00028XX","120","203",""
"270","F-00089X","60","227",""
"269","F-00739","95","157",""
"268","F-00440","95","108",""
"267","F-00865","60","240",""
"266","F-00019","60","239",""
"265","F-00901","95","0",""
"264","F-00926X","120","10",""
"263","F-00292X","120","11",""
"262","F-00225X","120","2",""
"261","F-00499X","120","14",""
"260","F-00402X","120","17",""
"259","F-01179X","120","95",""
"258","F-00396X","120","94",""
"257","F-00024X","120","78",""
"256","F-00034X","120","19",""
"255","F-00016X","120","0",""
"254","F-00642X","120","12",""
"253","F-00441X","120","14",""
"252","F-00035X","120","5",""
"251","F-00018X","120","0",""
"250","F-00739X","120","0",""
"249","F-00440X","120","0",""
"248","F-0000B","120","471",""
"247","F-00938","60","146",""
"246","F-00526","60","201",""
"245","F-00748","60","33",""
"244","F-00123","95","283",""
"243","F-00513","95","59",""
"242","F-00797","95","66",""
"241","F-00672","95","63",""
"240","F-00512","95","5",""
"239","F-00222M","95","57",""
"238","F-00222","95","15",""
"237","F-00221M","95","61",""
"236","F-00221","95","15",""
"235","F-00949","95","7",""
"234","F-00807","95","37",""
"233","F-00223XX","120","267",""
"232","F-00220","95","92",""
"231","F-00670A","120","52",""
"230","F-00494","95","447",""
"229","F-00948","95","8",""
"228","F-00806","95","38",""
"227","F-00670","95","109",""
"226","F-00219","95","86",""
"225","F-00889","60","100",""
"224","F-00381","95","47",""
"223","F-00333","60","25",""
"222","F-00304","60","37",""
"221","F-01010","60","55",""
"220","F-00283","95","321",""
"219","F-00396XX","120","135",""
"218","F-00024XX","120","147",""
"217","F-00642XX","120","47",""
"216","F-00441XX","120","51",""
"215","F-00035XX","120","55",""
