"Product SKU","Product Name","Price","Quantity","size"
"4057","4057","180","9","25*34*6/6.5"
"4918","4918","120","0","32*48*8"
"4917","4917","100","10","22*28*8"
"4916","4916","160","10","35*57*7"
"4915","4915","160","10","33*57*7"
"4914","4914","80","0","18*32*5"
"4913","4913","160","10","22*47*8"
"4912","4912","80","0","14*35*10"
"4911","4911","160","10","30*47*7/7.5"
"4910","4910","80","0","14*30*8"
"4909","4909","80","0","14*30*6"
"4908","4908","80","10","14*29*7"
"4907","4907","80","5","14*27*10"
"4906","4906","100","10","13*35*7"
"4905","4905","80","10","13*30*10"
"4904","4904","80","0","13*27*8"
"4903","4903","100","9","12.7*32*7"
"4902","4902","100","9","12*40*10"
"4901","4901","100","9","12*35*5"
"4900","4900","100","0","12*34*7"
"4899","4899","100","9","12*32*10"
"4898","4898","80","7","12*27*9"
"4897","4897","80","0","12*26*5"
"4896","4896","100","0","11*18*4"
"8895","4895","80","8","10*30*8"
"4894","4894","80","8","10*30*4"
"4893","4893","80","8","10*28.5*8"
"4892","4892","80","8","10*26*5.5"
"4891","4891","80","0","10*25*6"
"4890","4890","80","0","010*024"
"4889","4889","80","6","10*24*4"
"4888","4888","80","0","10*22*10"
"4887","4887","100","9","12*21*7"
"4886","4886","80","0","9*29*7"
"4885","4885","100","8","8*34*7"
"4884","4884","80","8","8*28*7"
"4883","4883","100","0","11*35*7"
"4882","4882","100","8","8*17*7"
"4881","4881","80","8","11*30*10"
"4880","4880","80","8","11*28*7"
"4879","4879","80","0","6*20*7"
"4878","4878","100","0","6*18*6"
"4877","4877","80","0","6*17*7"
"4876","4876","100","0","6*15*7"
"4875","4875","80","4","5*19*7"
"4874","4874","80","8","11*25*7"
"4873","4873","80","0","5*18*7"
"4872","4872","80","0","5*17*7"
"4871","4871","80","0","5*16*7"
"4870","4870","80","0","05*016"
"4869","4869","120","0","15*32*7"
"4868","4868","80","0","25.4*35*6"
"4867","4867","280","5","75*94*10"
"4866","4866","160","0","34.5*44.7*7"
"4865","4865","160","0","38*60*10"
"4864","4864","140","0","25*35.4*6/6.5"
"4863","4863","140","0","19.05*39*7/7.5"
"4862","4862","200","10","58*75*9"
"4861","4861","160","0","38*50*8/12.8"
"4860","4860","200","10","40*75*8"
"4859","4859","240","10","45*70*12/18.5"
"4858","4858","140","0","28.5*44.5*8"
"4857","4857","160","0","33*41.3*4.6"
"4856","4856","80","0","15*25.5*4.6"
"4855","4855","120","0","29*47*5.9/7.2"
"4854","4854","660","5","130*160*15"
"4853","4853","120","0","18.5*35*5/5.5"
"4852","4852","120","0","22*32*7/8"
"4851","4851","660","0","45*65*8"
"4850","4850","80","0","005*015"
"4849","4849","140","0","12*20*7"
"4848","4848","160","0","31.5*44.5*10"
"4847","4847","200","0","35*47*8.5/10.5"
"4846","4846","160","0","11.7*25*7"
"4845","4845","760","0","38*52*7"
"4844","4844","160","0","25.4*34.5*5/5.5"
"4843","4843","120","0","13*26*7"
"4842","4842","80","0","13*30*8"
"4841","4841","100","0","9.5*19*6.5"
"4840","4840","1500","5","200*225*15"
"4939","4839","100","0","8*17*5"
"4838","4838","280","0","30*40*7/7.8"
"4837","4837","760","0","39*56*7.5"
"4836","4836","140","0","29*55*9"
"4835","4835","100","0","19*27*6"
"4834","4834","1160","5","120*195*13"
"4833","4833","100","0","28.6*38.3*6.2/5"
"4832","4832","80","0","10*23*7"
"4831","4831","380","10","50*110*12"
"4830","4830","120","0","11*18*5"
"4829","4829","80","0","10*25*7"
"4828","4828","220","10","37*66*9.5/12"
"4827","4827","100","0","22*40*8/11.5"
"4826","4826","160","10","35*60*8"
"4825","4825","100","0","25*38*5"
"4824","4824","1160","5","150*200*13"
"4823","4823","860","5","135*175*12"
"4822","4822","400","10","60*115*12"
"4821","4821","180","10","52*70*10"
"4820","4820","120","10","40*50*6"
"4819","4819","120","10","27*47*10"
"4818","4818","120","10","32*47*10"
"4817","4817","1500","5","200*230*15"
"4816","4816","240","10","38*74*11/18"
"4815","4815","200","10","38*63*10/16.5"
"4814","4814","240","10","38*74*11"
"4813","4813","140","10","40.5*54.5*7"
"4812","4812","140","10","40.5*52.5*6"
"4811","4811","140","10","38*52.5*6"
"4810","4810","140","10","38*50*10.5"
"4809","4809","140","10","38*50*6"
"4808","4808","140","0","36*52*8"
"4807","4807","120","10","36*46*9"
"4806","4806","400","0","37*58*11"
"4805","4805","200","10","38*44*12.8/17.5"
"4804","4804","200","10","35*63*10/16.5"
"4803","4803","180","10","25*35*6"
"4802","4802","100","10","20*32*5"
"4801","4801","80","6","18*30*7"
"4800","4800","80","10","18*30*5"
"4799","4799","100","10","20*34*7"
"4798","4798","80","10","17.5*32*7"
"4797","4797","80","10","17.4*30*7"
"4796","4796","160","10","41*55*7/12"
"4795","4795","240","10","45*72*12/18"
"4794","4794","240","10","43*70*9/15.5"
"4793","4793","220","0","41*47*17"
"4792","4792","180","10","45*62*9"
"4791","4791","180","0","48*62*9"
"4790","4790","200","10","48*74*10"
"4789","4789","200","10","47.5*70.65*9"
"4788","4788","440","5","95*115*12"
"4787","4787","320","5","80*100*10"
"4786","4786","140","10","35*48*6.5"
"4785","4785","140","10","32*53*7"
"4784","4784","140","10","32*46*6"
"4783","4783","160","0","35*60*11"
"4782","4782","120","10","34*44*8"
"4781","4781","160","10","35*44*7"
"4780","4780","160","10","35*41*5.5/9.1"
"4779","4779","180","10","29*38*7/12"
"4778","4778","220","10","58*74*10"
"4777","4777","440","10","69*86*7/15"
"4776","4776","300","10","63*90*7/9.2"
"4775","4775","200","10","42*55*10"
"4774","4774","180","10","45*62*9"
"4773","4773","160","10","38*58*11"
"4772","4772","160","10","46*60*7"
"4771","4771","240","10","56*75*7/12"
"4770","4770","240","10","54*66*7.5/10"
"4769","4769","300","0","48*72*10.8"
"4768","4768","200","0","63*73*5"
"4767","4767","160","10","40.5*58*8"
"4766","4766","160","10","42*60*7"
"4765","4765","120","10","30*42*7"
"4764","4764","100","10","23*37*7"
"4763","4763","100","10","22*34*6"
