"Product SKU","Product Name","Type","Price","Quantity","size","tip"
"793","F-00492X","Simple Product","340","76","27.5*39*15","6V2MA"
"792","F-01048X","Simple Product","340","146","27.5*38*8","7V1"
"791","F-00589X","Simple Product","340","135","27.5*38*8","7V1"
"790","F-00026X","Simple Product","340","94","27.5*38*8","7V1"
"789","F-00378X","Simple Product","340","546","27.5*38*7/9","7V3"
"788","F-00584X","Simple Product","340","127","27.5*38*15","7V1"
"787","F-00409X","Simple Product","340","130","27.5*38*15","7V1"
"786","F-00996X","Simple Product","340","168","27*50*9/10","7V1PM"
"785","F-00970X","Simple Product","340","166","27*50*9/10","7V1PM"
"784","F-01177X","Simple Product","340","200","27*48*9/10","7V1PM"
"783","F-00810X","Simple Product","340","214","27*48*9/10","7V1PM"
"782","F-00931","Simple Product","340","277","27*47*9","7V1"
"781","F-01054","Simple Product","340","175","27*46*8.5 ","7V1"
"780","F-00986","Simple Product","340","154","27*46*8.5 ","7V1"
"779","F-00825","Simple Product","340","162","27*46*8.5 ","7V1"
"778","F-00752XX","Simple Product","340","32","27*46*8.5 ","7V2"
"777","F-00671","Simple Product","340","129","27*46*8.5","7V1"
"776","F-00951X","Simple Product","340","81","27*46*13/14","7V1PM"
"775","F-00872X","Simple Product","340","91","27*46*13/14","7V1PM"
"774","F-00624X","Simple Product","340","64","27*46*13/14","7V1PM"
"773","F-00838","Simple Product","340","333","27*45.5*10/12.7","7V3"
"772","F-01090XX","Simple Product","340","14","27*45*8.5","7V1"
"771","F-00766X","Simple Product","340","25","27*45*8.5","7V1"
"770","F-00375X","Simple Product","340","22","27*45*8.5","7V1"
"769","F-01028","Simple Product","340","289","27*45*10/12.5","7V3"
"768","F-01029","Simple Product","340","174","27*45*10 ","7V1"
"767","F-01045X","Simple Product","340","125","27*44*9/10","7V1PM"
"766","F-00847X","Simple Product","340","123","27*44*9/10","7V1PM"
"765","F-00267","Simple Product","340","176","27*44*8.5 ","7V1"
"764","F-00266","Simple Product","340","96","27*43*8.5","7V1"
"763","F-00540X","Simple Product","340","334","27*42.5*8.5","7V1"
"762","F-00270X","Simple Product","340","241","27*42*9.5","7V2"
"761","F-00960X","Simple Product","340","48","27*42*8.5","7V1"
"760","F-00914X","Simple Product","340","76","27*42*8.5","7V1"
"759","F-00877","Simple Product","340","163","27*41*8.5","7V1"
"758","F-00265","Simple Product","340","103","27*41*8.5","7V1"
"757","F-00839","Simple Product","340","47","27*40*8.5","7V1"
"756","F-00821","Simple Product","340","62","27*40*8.5","7V1"
"755","F-00698X","Simple Product","340","109","27*40*8.5","7V1"
"754","F-00057XX","Simple Product","340","159","27*39.6*6.5","7V1"
"753","F-00022XX","Simple Product","340","158","27*39.6*6.5","7V1"
"752","F-00735X","Simple Product","340","325","27*39.6*20.25","7V1"
"751","F-00734X","Simple Product","340","451","27*36.4/39.3*13.9/16.9","4A"
"750","F-00128X","Simple Product","340","398","27*39*8.5","7V1"
"749","F-00492XX","Simple Product","340","125","27*39*15","7V2"
"748","F-00589XX","Simple Product","340","212","27*38*8","7V1"
"747","F-00378XX","Simple Product","340","173","27*38*8","7V3"
"746","F-01048XX","Simple Product","340","134","27*38*7","7V1"
"745","F-00765X","Simple Product","340","139","27*38*7","7V1"
"743","F-00133X","Simple Product","340","0","27*38*7","7V1"
"742","F-00811","Simple Product","160","200","27*38*6.5","0M"
"741","F-00408","Simple Product","160","438","27*38*5.5","0M"
"740","F-00101","Simple Product","160","138","27*37*3.5/7","0M"
"739","F-00367","Simple Product","160","293","27*36*5.5","0M"
"738","F-00931X","Simple Product","340","317","26.5*47*9","7V1"
"737","F-01054X","Simple Product","340","81","26.5*46*8.5","7V1"
"736","F-00986X","Simple Product","340","87","26.5*46*8.5","7V1"
"735","F-00825X","Simple Product","340","83","26.5*46*8.5","7V1"
"734","F-00671X","Simple Product","340","75","26.5*46*8.5","7V1"
"733","F-00838X","Simple Product","340","367","26.5*45.5*10/12.7","7V3"
"732","F-01028X","Simple Product","340","346","26.5*45*10/12.5","7V3"
"731","F-00922","Simple Product","340","42","26.5*44*8","7V1"
"730","F-00683","Simple Product","340","33","26.5*44*8","7V1"
"729","F-00267X","Simple Product","340","10","26.5*44*8","7V1"
"728","F-00264","Simple Product","340","38","26.5*44*8","7V1"
"727","F-00263","Simple Product","340","27","26.5*44*8","7V1"
"726","F-00266X","Simple Product","340","300","26.5*43*8.5","7V1"
"725","F-00540XX","Simple Product","340","150","26.5*42.5*8","7V1"
"724","F-00877X","Simple Product","340","362","26.5*41*8.5","7V2"
"723","F-00265X","Simple Product","340","446","26.5*41*8.5","7V1"
"722","F-00839X","Simple Product","340","254","26.5*40*8.5","7V1"
"721","F-00821X","Simple Product","340","270","26.5*40*8.5","7V1"
"720","F-00859","Simple Product","160","157","26.5*37*3.5/7","0M"
"719","F-00826","Simple Product","340","184","26*50*8.5","7V1"
"718","F-01154","Simple Product","340","126","26*48*8.5","7V1"
"717","F-01019","Simple Product","340","100","26*48*8.5","7V1"
"716","F-00990","Simple Product","340","96","26*47*8.5","7V1"
"715","F-00930","Simple Product","340","268","26*47*8.5","7V1"
"714","F-01176","Simple Product","340","55","26*46*8","7V1"
"713","F-00881","Simple Product","340","83","26*46*8","7V1"
"712","F-00400","Simple Product","340","13","26*46*8","7V1"
"711","F-00780","Simple Product","340","275","26*45.5*8.5","7V1"
"710","F-00832","Simple Product","340","21","26*45*8.5","7V1"
"709","F-00376","Simple Product","340","0","26*45*8.5","7V1"
"708","F-00259M","Simple Product","340","15","26*45*8.5","7V1"
"707","F-00259","Simple Product","340","279","26*45*7","7V2"
"706","F-00544A","Simple Product","340","112","26*44.5*8.5 ","7V1"
"705","F-00994","Simple Product","340","135","26*44*9/10","7V1PM"
"704","F-00813","Simple Product","340","128","26*44*9/10","7V1PM"
"703","F-01138","Simple Product","340","90","26*44*8 ","7V1"
"702","F-00922X","Simple Product","340","113","26*44*8 ","7V1"
"701","F-00683X","Simple Product","340","113","26*44*8 ","7V1"
"700","F-00544","Simple Product","340","78","26*44*8 ","7V1"
"699","F-00501","Simple Product","340","0","26*44*8 ","7V1"
"698","F-00952","Simple Product","340","200","26*43*8.5 ","7V1"
"697","F-00542M","Simple Product","340","197","26*43*8.5 ","7V1"
"696","F-00475","Simple Product","340","66","26*43*8.5 ","7V1"
"695","F-00542A","Simple Product","300","254","26*43*8","7V2"
"694","F-00542","Simple Product","260","0","26*43*8","7V2"
"693","F-00257","Simple Product","340","210","26*43*12.5","7V2"
"692","F-00447","Simple Product","340","129","26*42.5*8.5","7V1"
"691","F-00401","Simple Product","340","76","26*42.5*8.5","7V1"
"690","F-00401A","Simple Product","340","306","26*42.5*13/14","7V1PM"
"689","F-01107","Simple Product","340","211","26*42*8","7V1"
"688","F-00934","Simple Product","340","102","26*42*8","7V1"
"687","F-00695","Simple Product","340","226","26*41.5*8.5","7V1"
"686","F-00583","Simple Product","340","204","26*41.5*8.5","7V1"
"685","F-00592","Simple Product","340","146","26*41*8.5 ","7V1"
"684","F-00262M","Simple Product","340","181","26*41*8.5 ","7V1"
"683","F-00262","Simple Product","340","255","26*41*8.5 ","7V2"
"682","F-00258","Simple Product","340","305","26*41*12.5","7V2"
"681","F-01141","Simple Product","340","240","26*40.5*9/10","7V1PM"
"680","F-00380","Simple Product","340","333","26*40*8.5","7V1"
"679","F-00694","Simple Product","340","156","26*39.5*8.5","7V1"
"678","F-00535","Simple Product","340","245","26*38/40*8.5/17.7 ","6V2MA"
"677","F-00812","Simple Product","340","53","26*38*9.5/10.5","7V1PM"
"676","F-00545","Simple Product","340","112","26*38*8.5 ","7V2"
"675","F-00541","Simple Product","340","106","26*38*8.5 ","7V1"
"674","F-00371","Simple Product","340","106","26*38*8.5 ","7V2"
"673","F-00261","Simple Product","340","53","26*38*8.5 ","7V2"
"672","F-01170","Simple Product","340","141","26*38*8.5","7V1"
"671","F-00923","Simple Product","340","121","26*38*8.5","7V1"
"670","F-00545M","Simple Product","340","133","26*38*8.5","7V1"
"669","F-00371M","Simple Product","340","151","26*38*8.5","7V1"
"668","F-00261M","Simple Product","340","126","26*38*8.5","7V1"
"667","F-00206","Simple Product","160","1377","26*38*6.5 ","0M"
"666","F-00373","Simple Product","340","61","26*38*12","7V2"
"665","F-00389","Simple Product","160","241","26*37*7/8 ","0M"
"664","F-00675","Simple Product","160","60","26*37*7 ","0M"
"663","F-00490","Simple Product","160","27","26*37*7 ","0M"
"662","F-00124","Simple Product","160","98","26*37*7 ","0M"
"661","F-00047","Simple Product","160","51","26*37*7 ","0M"
"660","F-00331","Simple Product","160","201","26*37*5 ","0M"
"659","F-00303","Simple Product","160","83","26*35.5*6.8/7.3 ","1РМ"
"658","F-00483","Simple Product","160","197","26*35*7","0M"
"657","F-00025","Simple Product","160","192","26*35*7","0M"
"656","F-00309","Simple Product","160","332","26*35*6","1РМ"
"655","F-00256","Simple Product","340","767","26*35*6","7V2G"
"654","F-00339","Simple Product","340","454","26*35*4/8","4V2"
"653","F-00520","Simple Product","160","211","26*34*4.5/7","1РМ"
"652","F-00141","Simple Product","160","328","25.7*35.5*7/8","1РМ"
"651","F-00826X","Simple Product","340","331","25.5*50*8.5","7V1"
"650","F-01154X","Simple Product","340","150","25.5*48*8.5","7V1"
"649","F-01019X","Simple Product","340","147","25.5*48*8.5","7V1"
"648","F-00990X","Simple Product","340","144","25.5*47*8.5","7V1"
"647","F-00930X","Simple Product","340","140","25.5*47*8.5","7V1"
"646","F-01176X","Simple Product","340","99","25.5*46*8","7V1"
"645","F-00881X","Simple Product","340","100","25.5*46*8","7V1"
"644","F-00400X","Simple Product","340","98","25.5*46*8","7V1"
"643","F-00780X","Simple Product","340","312","25.5*45.5*8.5","7V1"
"642","F-00832X","Simple Product","340","239","25.5*45*8","7V1"
"641","F-00259X","Simple Product","340","40","25.5*45*8","7V2"
"640","F-00247","Simple Product","340","10","25.5*44*8.5","7V1"
"639","F-01138X","Simple Product","340","19","25.5*44*8.5","7V1"
"638","F-00994X","Simple Product","340","48","25.5*44*8.5","7V1"
"637","F-00813X","Simple Product","340","49","25.5*44*8.5","7V1"
"636","F-00544X","Simple Product","340","30","25.5*44*8.5","7V1"
"635","F-00501X","Simple Product","340","32","25.5*44*8.5","7V1"
"634","F-00952X","Simple Product","340","210","25.5*43*8","7V1"
"633","F-00542X","Simple Product","340","10","25.5*43*8","7V2"
"632","F-00475X","Simple Product","340","200","25.5*43*8","7V1"
"631","F-01044","Simple Product","340","51","25.5*42.5*8","7V1"
"630","F-00447X","Simple Product","340","58","25.5*42.5*8","7V1"
"629","F-00401X","Simple Product","340","58","25.5*42.5*8","7V1"
"628","F-00255M","Simple Product","340","55","25.5*42.5*8","7V1"
"627","F-00401AX","Simple Product","340","356","25.5*42.5*13/14","7V1PM"
"625","F-01107X","Simple Product","340","174","25.5*42*8.5","7V1"
"624","F-00934X","Simple Product","340","169","25.5*42*8.5","7V1"
"623","F-00254","Simple Product","340","170","25.5*42*8.5","7V1"
"622","F-00253","Simple Product","340","76","25.5*41*8.5","7V1"
"621","F-00592X","Simple Product","340","112","25.5*41*8.5","7V1"
"620","F-00262X","Simple Product","340","15","25.5*41*8.5","7V2"
"619","F-00380X","Simple Product","340","298","25.5*40*8.5","7V1"
"618","F-00524","Simple Product","340","113","25.5*39.5*9","7V1"
"617","F-00535X","Simple Product","340","290","25.5*38/40*8.5/17.7","6V2MA"
"616","F-00399","Simple Product","340","193","25.5*38.6*8","7V1"
"615","F-00251","Simple Product","340","188","25.5*38.6*8","7V1"
"614","F-01170X","Simple Product","340","139","25.5*38*8.5","7V1"
"613","F-00923X","Simple Product","340","150","25.5*38*8.5","7V1"
"612","F-00541X","Simple Product","340","49","25.5*38*8.5","7V2"
"611","F-00371X","Simple Product","340","50","25.5*38*8.5","7V2"
"610","F-00261X","Simple Product","340","32","25.5*38*8.5","7V2"
"609","F-00373X","Simple Product","340","325","25.5*38*12","7V1"
"608","F-00025X","Simple Product","340","428","25.5*35*7","7V1"
"607","F-00826XX","Simple Product","340","328","25*50*8.5","7V1"
"606","F-00242","Simple Product","340","285","25*48*10","7V1"
"605","F-00788","Simple Product","160","76","25*47*7 ","0M"
"604","F-00282","Simple Product","340","82","25*45*8","7V2"
"603","F-00860","Simple Product","340","63","25*45*10/11.5","7V1PM"
"602","F-00808","Simple Product","340","48","25*45*10/11.5","7V1PM"
"601","F-00247X","Simple Product","340","255","25*44*8.5 ","7V2"
"600","F-00377","Simple Product","340","8","25*44*8.5","7V1"
"599","F-00714","Simple Product","340","85","25*43*9 ","7V1"
"598","F-00518M","Simple Product","340","109","25*43*9 ","7V1"
"597","F-00518","Simple Product","340","96","25*43*9 ","7V2"
"596","F-00293","Simple Product","340","85","25*43*9 ","7V2"
"595","F-00241M","Simple Product","340","50","25*43*9 ","7V1"
"594","F-00241","Simple Product","340","73","25*43*9 ","7V2"
"593","F-00255X","Simple Product","340","152","25*42.5*8","7V2"
"592","F-00661M","Simple Product","340","134","25*42.5*12.5","7V1"
"591","F-00661","Simple Product","340","183","25*42.5*12.5","7V3"
"590","F-00120M","Simple Product","340","69","25*42.5*12.5","7V1"
"589","F-00120","Simple Product","300","98","25*42.5*12.5","7V3"
"588","F-00411","Simple Product","340","313","25*42*8.5","7V1"
"587","F-00534M","Simple Product","340","300","25*41.5*8","7V1"
"586","F-00534","Simple Product","340","563","25*41.5*7.5 ","7V2"
"585","F-00534A","Simple Product","340","64","25*41.2*8 ","7V1"
"584","F-00669","Simple Product","340","111","25*41*8.5 ","7V1"
"583","F-00288M","Simple Product","340","124","25*41*8.5 ","7V1"
"582","F-00253X","Simple Product","340","138","25*41*8.5 ","7V1"
"581","F-00288","Simple Product","340","421","25*41*8","7V2"
"580","F-00935","Simple Product","340","235","25*40*8.5","7V1"
"579","F-00106","Simple Product","260","3","25*40*8.5","7V2"
"578","F-00819","Simple Product","340","16","25*40*10","0M2"
"577","F-00731","Simple Product","340","16","25*40*10","0M2"
"575","F-00524X","Simple Product","340","215","25*39.5*8","7V1"
"574","F-00094","Simple Product","340","203","25*39.5*8","7V1"
"573","F-00658","Simple Product","340","120","25*39.3*10/12.6","7V3"
"572","F-00246","Simple Product","340","123","25*39.3*10/12.6","7V3"
"571","F-00129","Simple Product","340","109","25*39.3*10/12.6","7V3"
"570","F-00488","Simple Product","340","274","25*38.5/45*4/10","6V2"
"569","F-00604","Simple Product","340","206","25*38.5/44.2*7/12.5","6V2"
"568","F-00527","Simple Product","340","228","25*38.2*10","7V1"
"567","F-00126A","Simple Product","340","74","25*38/43*3/9","6V2"
"566","F-00281","Simple Product","340","160","25*38*8.5 ","7V2"
"565","F-00244","Simple Product","340","151","25*38*8.5 ","7V2"
"564","F-01173","Simple Product","160","139","25*38*7/8","1PM"
"563","F-00096","Simple Product","160","197","25*38*7/8","1РМ"
"562","F-01046","Simple Product","340","265","25*38*7 ","7V2"
"560","F-00031","Simple Product","160","229","25*38*7","0M"
"558","F-01046M","Simple Product","340","567","25*38*6.3","7V1"
"557","F-00448","Simple Product","340","67","25*37.8*6.5","7V1"
"556","F-00126","Simple Product","340","388","25*38*10/12.5","7V3"
"555","F-01175","Simple Product","340","144","25*37.8*6.5    ","7V1"
"554","F-00653","Simple Product","340","59","25*37.8*6.5","7V1"
"553","F-01222","Simple Product","340","113","25*37.54/41.24*4.5/9.5","6V1"
"552","F-01042","Simple Product","340","109","25*37.54/41.24*4.5/9.5","6V1"
"551","F-00485","Simple Product","300","66","25*37.54/41.24*4.2/7.4","6V2"
"550","F-00467","Simple Product","300","122","25*37.54/41.24*4.2/7.4","6V2"
"549","F-00369","Simple Product","300","115","25*37.54/41.24*4.2/7.4","6V2"
"548","F-00023","Simple Product","300","108","25*37.54/41.24*4.2/7.4","6V2"
"547","F-00844","Simple Product","340","111","25*37.54*7","7V1"
"546","F-00243M","Simple Product","340","193","25*37.54*7","7V1"
"545","F-00243","Simple Product","300","104","25*37.54*7","7V2"
"544","F-00093","Simple Product","340","66","25*37*9   ","7V1"
"543","F-01166","Simple Product","340","194","25*37*9 ","7V1"
"542","F-00713","Simple Product","340","77","25*37*9 ","7V1"
"541","F-00071","Simple Product","340","189","25*37*7","7V1"
"540","F-00721","Simple Product","160","378","25*37*6/6.5","1PM"
"539","F-00423","Simple Product","340","252","25*36*8","7V2"
"538","F-00530","Simple Product","160","17","25*36*5/5.5","1РМ"
"537","F-00107","Simple Product","340","184","25*35/40*1.7/10","6V2"
"536","F-00631","Simple Product","340","133","25*35*7 ","0M2"
"535","F-00509","Simple Product","340","125","25*35*7 ","0M2"
"534","F-00245","Simple Product","340","194","25*35*8 ","7V2"
"533","F-00245M","Simple Product","340","279","25*35*8","7V1"
"532","F-00199","Simple Product","160","173","25*35*7 ","0M"
"531","F-00009","Simple Product","160","77","25*35*6/6.5 ","1РМ"
"530","F-00696","Simple Product","160","64","25*35*6/6.5 ","1РМ"
"529","F-00724","Simple Product","300","210","25*35*4/6.5","4V2"
"528","F-00406","Simple Product","300","182","25*35*4/6.5","4V2"
"527","F-00135","Simple Product","300","82","25*35*4/6.5","4V2"
"526","F-00422","Simple Product","160","0","25*34*7","0M"
"525","F-00196","Simple Product","160","0","25*34*7","0M"
"524","F-00311","Simple Product","160","84","25*34*6/6.5","1РМ"
"523","F-00489","Simple Product","340","341","25*34*5","12"
"522","F-00312","Simple Product","160","24","25*34*5","0M"
"521","F-00301","Simple Product","160","55","25*34*5","0M"
"520","F-00613","Simple Product","200","83","25*33/37.5*6.7/8","6V2"
