"Product SKU","Product Name","Price","Quantity"
,"Product #1479 Variation",,
,"Product #1479 Variation",,
"1","F-0000A","120","465"
"2","F-00074","60","38"
"3","F-00355","60","15"
"4","F-00608","60","360"
"5","F-00102","90","154"
"6","F-00178","90","155"
"7","F-00726","90","333"
"8","F-00372","90","350"
"9","F-00523","90","345"
"10","F-00432","60","41"
"11","F-00597","60","55"
"12","F-00744","60","55"
"13","F-00365","30","61"
"14","F-00052","30","290"
"15","F-00149","60","49"
"16","F-00555","60","61"
"17","F-00689","60","63"
"18","F-00894","60","49"
"19","F-01106","60","48"
"20","F-00976","30","70"
"21","F-00148","60","136"
"22","F-00506","60","125"
"23","F-00556","60","481"
"24","F-00356","60","68"
"25","F-00414","30","134"
"26","F-00473","30","126"
"27","F-00154","30","26"
"28","F-00465","60","319"
"29","F-00165","60","300"
"30","F-00122","90","25"
"31","F-00687","90","20"
"32","F-00781X","60","52"
"33","F-00519","60","33"
"34","F-00982","60","25"
"35","F-00182","30",0
"36","F-00080","30","92"
"37","F-00632","30","98"
"38","F-00782","30","102"
"39","F-00152","30","5"
"40","F-00771","30","5"
"41","F-00855","30","6"
"42","F-01091","30","4"
"43","F-00051","30","53"
"44","F-00183","30","70"
"45","F-00517","30","58"
"46","F-00648","30","70"
"47","F-00117","30","133"
"48","F-00959","30","128"
"49","F-00164","60","73"
"50","F-00741","60","67"
"51","F-00421X","60","69"
"52","F-00185","30","353"
"53","F-00464","60","382"
"54","F-00484X","60","351"
"55","F-00114X","60","76"
"56","F-00366X","60","78"
"57","F-00403X","60","73"
"58","F-00600X","60","78"
"59","F-00779X","60","38"
"60","F-01072X","60","74"
"61","F-00561X","60","9"
"62","F-00136","30","72"
"63","F-00657","30","63"
"64","F-00189","30",0
"65","F-00395","30","5"
"66","F-01140","30","23"
"67","F-00313X","60","28"
"68","F-00993X","30","219"
"69","F-00163X","60","264"
"70","F-00307","60","39"
"71","F-00313","30","149"
"72","F-00484","30","764"
"73","F-00459","60","444"
"74","F-00993","30","361"
"75","F-00110","30","322"
"76","F-00740","30","292"
"77","F-00111","30","52"
"78","F-00315","30","6"
"79","F-00769","30",0
"80","F-00114","30","46"
"81","F-00403","30","101"
"82","F-00600","30","117"
"83","F-00779","30","75"
"84","F-01072","30","106"
"85","F-00366","30","69"
"86","F-00187","30",0
"87","F-00418","30","2"
"88","F-01051","30",0
"89","F-01052","30","5"
"90","F-00030","30","67"
"91","F-00039","30","18"
"92","F-00040","30","18"
"93","F-00011","30","223"
"94","F-00037","30","225"
"95","F-00849","30","193"
"96","F-01100","30","355"
"97","F-01105","30","391"
"98","F-00140","60","146"
"99","F-00886","60","188"
"100","F-00184","60","206"
"101","F-00308","60","287"
"102","F-00607","30","387"
"103","F-00144","60","110"
"104","F-00143","60","17"
"105","F-00145","60","15"
"106","F-00421","60","10"
"107","F-01071","60","19"
"108","F-00529","60","42"
"109","F-00087","30","46"
"110","F-00677","30","41"
"111","F-00688","30","38"
"112","F-00895","30","39"
"113","F-00868","30","237"
"114","F-00368","30","216"
"115","F-00561","30","229"
"116","F-00146","60","62"
"117","F-00158","60","39"
"118","F-00163","60","36"
"119","F-00641","60","176"
"120","F-00436","60","73"
"121","F-00915","60","67"
"122","F-00063X","60","50"
"123","F-00297X","60","50"
"124","F-00558X","60","59"
"125","F-00663X","60","40"
"126","F-00681X","60","56"
"127","F-00887X","60","45"
"128","F-00978X","60","60"
"129","F-01159X","60","60"
"130","F-00138","60","87"
"131","F-00063","30","36"
"132","F-00297","30","147"
"133","F-00558","30","137"
"134","F-00663","30","56"
"135","F-00681","30","146"
"136","F-00887","30","92"
"137","F-00978","30","149"
"138","F-01159","30","148"
"139","F-00054","30","80"
"140","F-00666","30","96"
"141","F-00884","30","237"
"142","F-00058","30","288"
"143","F-00217","90","87"
"144","F-00153","60","41"
"145","F-00502","60","35"
"146","F-00609","60","138"
"147","F-00640","60","131"
"148","F-00562","60","481"
"149","F-00166","60","39"
"150","F-00216","90","11"
"151","F-01153","60","41"
"152","F-01167","60","30"
"153","F-00186A","60","93"
"154","F-00100A","60","11"
"155","F-00100","60","74"
"156","F-00186","60","70"
"157","F-00531X","90","95"
"158","F-00659","90","68"
"159","F-00667X","90","69"
"160","F-00108","60","100"
"161","F-00420","60","116"
"162","F-00109","60","310"
"163","F-00104","60","60"
"164","F-00191","60","97"
"165","F-00547X","120","77"
"166","F-01148","60","207"
"167","F-00168","60","112"
"168","F-00667","60","152"
"169","F-00720","60","148"
"170","F-00531","60","54"
"171","F-00493","60","21"
"172","F-00442","60","375"
"173","F-00605","60","372"
"174","F-00547","90","51"
"175","F-00497XX","120","72"
"176","F-00494XX","120","60"
"177","F-00576","90","50"
"178","F-00027X","120","69"
"179","F-00284X","120","75"
"180","F-00796X","120","77"
"181","F-00497X","120","315"
"182","F-00283X","120","84"
"183","F-00381X","120","18"
"184","F-00219X","120","30"
"185","F-00670X","120","25"
"186","F-00806X","120","43"
"187","F-00948X","120","39"
"188","F-00494X","120","326"
"189","F-00670AX","120","62"
"190","F-00220X","120","75"
"191","F-00807X","120","42"
"192","F-00949X","120","38"
"193","F-00221X","120","10"
"194","F-00222X","120","10"
"195","F-00512X","120","5"
"196","F-00672X","120","8"
"197","F-00797X","120","10"
"198","F-00123X","120","163"
"199","F-00027","60","308"
"200","F-00284","90","204"
"201","F-00425","60","98"
"202","F-00069","60","103"
"203","F-00193","60","91"
"204","F-00680","60","101"
"205","F-00759","60","99"
"206","F-00890","60","107"
"207","F-00098","90",0
"208","F-00280","90","154"
"209","F-00796","90","165"
"210","F-00497","90","306"
"211","F-00018XX","120","55"
"212","F-00035XX","120","56"
"213","F-00441XX","120","55"
"214","F-00642XX","120","50"
"215","F-00024XX","120","2"
"216","F-00396XX","120","7"
"217","F-00283","90","47"
"218","F-01010","60","83"
"219","F-00304","60","40"
"220","F-00333","60","30"
"221","F-00381","90","74"
"222","F-00889","60","14"
"223","F-00219","90","123"
"224","F-00670","90","145"
"225","F-00806","90","45"
"226","F-00948","90","44"
"227","F-00494","90","250"
"228","F-00670A","120","63"
"229","F-00220","90","14"
"230","F-00223XX","120","279"
"231","F-00807","90","39"
"232","F-00949","90","27"
"233","F-00221","90","20"
"234","F-00221M","90","70"
"235","F-00222","90","24"
"236","F-00222M","90","64"
"237","F-00512","90","47"
"238","F-00672","90","70"
"239","F-00797","90","67"
"240","F-00513","90","94"
"241","F-00123","90","35"
"242","F-00748","60","66"
"243","F-00526","60",0
"244","F-00938","60",0
"245","F-0000B","120","496"
"246","F-00440X","120","19"
"247","F-00739X","120","20"
"248","F-00018X","120","33"
"249","F-00035X","120","25"
"250","F-00441X","120","21"
"251","F-00642X","120","31"
"252","F-00016X","120","21"
"253","F-00034X","120","19"
"254","F-00024X","120","5"
"255","F-00396X","120","5"
"256","F-01179X","120",0
"257","F-00402X","120","27"
"258","F-00499X","120","33"
"259","F-00225X","120","19"
"260","F-00292X","120","26"
"261","F-00926X","120","21"
"262","F-00901","90","7"
"263","F-00019","60","56"
"264","F-00865","60","69"
"265","F-00440","90","87"
"266","F-00739","90","72"
"267","F-00089X","60","286"
"268","F-00028XX","120","219"
"269","F-00097","60",0
"270","F-00018","90","28"
"271","F-00035","90","24"
"272","F-00441","90","37"
"273","F-00642","90","39"
"274","F-00016","90","77"
"275","F-00034","90","98"
"276","F-00012","90","86"
"277","F-00024","90","85"
"278","F-00396","90","81"
"279","F-01179","90","57"
"280","F-00012M","90","65"
"281","F-00024M","90","75"
"282","F-00396M","90","60"
"283","F-01179M","90","60"
"284","F-00194","60","303"
"285","F-00916","60","235"
"286","F-00226XM","120","33"
"287","F-00226XX","120","56"
"288","F-00360XX","120","33"
"289","F-00223","90","255"
"290","F-00195","60","467"
"291","F-00402","90","135"
"292","F-00499","90","150"
"293","F-00090XX","120","341"
"294","F-00224","90","45"
"295","F-00225","90","162"
"296","F-00292","90","140"
"297","F-00225M","90","71"
"298","F-00292M","90","95"
"299","F-00926","90","34"
"300","F-00079","90","57"
"301","F-00082","60","161"
"302","F-00032","60","87"
"303","F-00036","60","110"
"304","F-00118","60","88"
"305","F-00758","60","67"
"306","F-01065","60","83"
"307","F-00296","60","257"
"308","F-00086","60","214"
"309","F-00130","60","226"
"310","F-00590","60","252"
