"Order Items: SKU","Order Items: Product Name","Order Items: Quantity"
"509","F-00038X1","2"
"479","F-00015X","2"
"474","F-00071X","2"
"795","F-00022X","2"
"787","F-00409X","2"
"789","F-00378X","2"
"750","F-00128X","2"
"921","F-00062XX","2"
"946","F-00021X","2"
"925","F-00017XX","2"
"1042","F-00444X","2"
"1027","F-00444XX","2"
"73","F-00484","2"
"77","F-00740","3"
"82","F-00114","2"
"102","F-00184","1"
"137","F-00663","3"
"165","F-00109","1"
"176","F-00605","1"
"213","F-00497","2"
"230","F-00494","2"
"274","F-00035","1"
"282","F-01179","1"
"376","F-00651","1"
"390","F-00833","2"
"392","F-00476","1"
"403","F-00121","2"
"421","F-00543","1"
"512","F-00014M","6"
"511","F-00014","2"
"561","F-00070","1"
"584","F-00669","4"
"699","F-00501","2"
"759","F-00877","1"
"811","F-00133","1"
"836","F-00375","1"
"779","F-00825","2"
"873","F-00492","1"
"868","F-00378","5"
"1071","F-00880","4"
"1106","F-00398","1"
"1129","F-00635A","1"
"795","F-00022X","1"
"73","F-00484","20"
"76","F-00110","15"
"80","F-00769","5"
"93","F-00039","20"
"96","F-00037","20"
"135","F-00297","30"
"144","F-00884","10"
"170","F-00168","20"
"163","F-00108","5"
"165","F-00109","20"
"245","F-00748","2"
"247","F-00938","2"
"248","F-0000B","2"
"307","F-00118","20"
"310","F-00296","20"
"667","F-00206","10"
"740","F-00101","5"
"851","F-00979","10"
"917","F-00495","10"
"1","F-0000A","2"
"5","F-00102","2"
"7","F-00726","2"
"8","F-00372","2"
"11","F-00597","2"
"9","F-00523","2"
"145","F-00058","20"
"100","F-00140","10"
"156","F-00186A","10"
"219","F-00396XX","5"
"218","F-00024XX","2"
"230","F-00494","10"
"232","F-00220","2"
"266","F-00019","2"
"269","F-00739","10"
"275","F-00441","10"
"286","F-01179M","10"
"430","F-00474","3"
"432","F-01092M","20"
"387","F-01021","10"
"378","F-00831","15"
"424","F-01039","10"
"442","F-01009","10"
"448","F-00515M","10"
"529","F-00724","10"
"554","F-00653","20"
"575","F-00524X","10"
"583","F-00288M","5"
"587","F-00534M","15"
"759","F-00877","5"
"813","F-00128","10"
"841","F-00751","10"
"1109","F-00939","5"
"779","F-00825","5"
"1072","F-00678","5"
"814","F-00734","5"
"373","F-00285","2"
"146","F-00217","5"
"64","F-00657","1"
"100","F-00140","1"
"102","F-00184","1"
"92","F-00030","3"
"159","F-00186","1"
"165","F-00109","3"
"205","F-00069","1"
"310","F-00296","1"
"274","F-00035","1"
"403","F-00121","2"
"428","F-00090","2"
"542","F-00713","1"
"511","F-00014","1"
"587","F-00534M","1"
"661","F-00047","2"
"685","F-00592","1"
"697","F-00542M","1"
"876","F-00057","4"
"968","F-00062","2"
"1071","F-00880","1"
"257","F-00024X","1"
"333","F-00095X","2"
"347","F-01092X","4"
"509","F-00038X1","2"
"1042","F-00444X","2"
"252","F-00035X","2"
"96","F-00037","3"
"396","F-00048","2"
"1055","F-00091","2"
"76","F-00110","3"
"53","F-00185","2"
"300","F-00225M","6"
"298","F-00225","2"
"262","F-00225X","3"
"420","F-00229M","2"
"341","F-00229X","2"
"656","F-00309","2"
"79","F-00315","3"
"204","F-00425","2"
"34","F-00519","2"
"38","F-00632","3"
"909","F-00729","4"
"1006","F-00718","2"
"602","F-00808","2"
"710","F-00832","2"
"42","F-00855","3"
"267","F-00865","3"
"264","F-00926X","3"
"49","F-00959","2"
"75","F-00993","4"
"347","F-01092X","3"
"464","F-01150","2"
"169","F-01148","3"
"286","F-01179M","2"
"1120","F-01037","20"
"1111","F-00451","10"
"1042","F-00444X","10"
"1008","F-00374","10"
"938","F-00062X","10"
"547","F-00844","20"
"346","F-00474X","10"
"849","F-00319","20"
"134","F-00063","50"
"133","F-00138","10"
"74","F-00459","30"
"383","F-00496","2"
"378","F-00831","2"
"380","F-00078","2"
"389","F-00226M","2"
"391","F-00966","2"
"373","F-00285","2"
"322","F-00831X","2"
"318","F-00285X","2"
"312","F-00130","2"
"308","F-00758","2"
"300","F-00225M","2"
"301","F-00292M","2"
"293","F-00195","2"
"288","F-00916","2"
"286","F-01179M","2"
"279","F-00012","2"
"282","F-01179","2"
"272","F-00097","2"
"271","F-00028XX","2"
"266","F-00019","2"
"82","F-00114","6"
"402","F-00095","6"
"433","F-00397","3"
"415","F-00387","5"
"423","F-00829","3"
"559","F-00070M","6"
"570","F-00488","6"
"811","F-00133","6"
"863","F-00981M","5"
"858","F-00026","6"
"137","F-00663","5"
"908","F-00113","40"
"304","F-00082","5"
"310","F-00296","5"
"519","F-00072","5"
"617","F-00535X","3"
"931","F-00358","5"
"812","F-00765","5"
"247","F-00938","5"
"971","F-00537","3"
"695","F-00542A","3"
"698","F-00952","3"
"375","F-00239","3"
"454","F-00407","30"
"45","F-00183","10"
"814","F-00734","2"
"815","F-00735","2"
"718","F-01154","10"
"600","F-00377","10"
"273","F-00018","10"
"279","F-00012","10"
"1006","F-00718","10"
"999","F-00719","10"
"1106","F-00398","10"
"73","F-00484","20"
"1002","F-00450","30"
"456","F-00171","5"
"141","F-01159","20"
"132","F-01159X","10"
"661","F-00047","10"
"7","F-00726","2"
"975","F-00017","10"
"691","F-00401","20"
"1072","F-00678","5"
"758","F-00265","20"
"221","F-01010","5"
"587","F-00534M","5"
"36","F-00182","10"
"731","F-00922","10"
"117","F-00368","20"
"371","F-00089","10"
"628","F-00255M","30"
"356","F-01009X","10"
"249","F-00440X","4"
"151","F-00562","10"
"688","F-00934","10"
"361","F-00233X","10"
"906","F-00750","10"
"995","F-00273M","10"
"954","F-00273X","6"
"77","F-00740","20"
"765","F-00267","20"
"96","F-00037","5"
"661","F-00047","5"
"145","F-00058","5"
"158","F-00100","5"
"453","F-00233","5"
"572","F-00246","3"
"868","F-00378","5"
"977","F-00417","5"
"696","F-00475","5"
"551","F-00485","5"
"421","F-00543","5"
"983","F-00593","10"
"1005","F-00585","3"
"1067","F-00737","2"
"677","F-00812","5"
"565","F-00244","5"
"527","F-00135","5"
"87","F-00366","6"
"584","F-00669","4"
"1111","F-00451","4"
"908","F-00113","10"
"172","F-00720","10"
"710","F-00832","4"
"559","F-00070M","5"
"292","F-00223","4"
"546","F-00243M","10"
"587","F-00534M","4"
"247","F-00938","6"
"73","F-00484","55"
"557","F-00448","10"
"908","F-00113","5"
"55","F-00484X","3"
"75","F-00993","2"
"715","F-00930","2"
"316","F-00927","1"
"569","F-00604","5"
"678","F-00535","3"
"916","F-00433","5"
"207","F-00680","5"
"166","F-00104","7"
"165","F-00109","7"
"1","F-0000A","2"
"10","F-00432","2"
"15","F-00149","2"
"14","F-00052","2"
"13","F-00365","2"
"12","F-00744","1"
"11","F-00597","2"
"20","F-00976","3"
"19","F-01106","2"
"28","F-00154","3"
"26","F-00414","3"
"24","F-00556","1"
"23","F-00586","2"
"21","F-00148","1"
"32","F-00687","2"
"30","F-00165","2"
"39","F-00782","3"
"36","F-00182","2"
"35","F-00982","2"
"50","F-00164","1"
"48","F-00117","3"
"53","F-00185","3"
"51","F-00741","2"
"66","F-00395","1"
"64","F-00657","3"
"75","F-00993","2"
"73","F-00484","20"
"72","F-00313","3"
"71","F-00307","2"
"82","F-00114","3"
"81","F-00619","5"
"78","F-00111","10"
"84","F-00600","5"
"87","F-00366","2"
"98","F-01100","3"
"95","F-00011","3"
"94","F-00040","3"
"100","F-00140","2"
"99","F-01105","3"
"109","F-00421","2"
"105","F-00533","3"
"103","F-00308","2"
"102","F-00184","2"
"115","F-00895","3"
"111","F-00529","3"
"124","F-00915","3"
"122","F-00641","2"
"141","F-01159","30"
"151","F-00562","2"
"159","F-00186","2"
"379","F-00738","5"
"378","F-00831","5"
"374","F-00236","4"
"373","F-00285","4"
"383","F-00496","2"
"381","F-00198","2"
"386","F-00360","2"
"384","F-00237","4"
"390","F-00833","6"
"392","F-00476","1"
"391","F-00966","4"
"396","F-00048","2"
"394","F-00077","1"
"393","F-00601","2"
"397","F-01158","1"
"406","F-00227","2"
"420","F-00229M","2"
"416","F-00387M","2"
"424","F-01039","4"
"433","F-00397","10"
"440","F-00668","1"
"439","F-00240","6"
"445","F-00291","2"
"444","F-01117","2"
"450","F-00878M","4"
"457","F-00818","4"
"456","F-00171","4"
"451","F-00917","4"
"460","F-00234","2"
"465","F-01096","2"
"467","F-00941","6"
"466","F-01099","2"
"512","F-00014M","10"
"517","F-00911","4"
"514","F-00038M","4"
"521","F-00301","2"
"525","F-00196","2"
"528","F-00406","2"
"526","F-00422","2"
"530","F-00696","2"
"529","F-00724","2"
"533","F-00245M","6"
"532","F-00199","2"
"537","F-00107","2"
"544","F-00093","6"
"550","F-00467","4"
"555","F-01175","2"
"560","F-00031","5"
"557","F-00448","4"
"573","F-00658","2"
"578","F-00819","2"
"574","F-00094M","4"
"602","F-00808","2"
"656","F-00309","2"
"655","F-00256","2"
"662","F-00124","4"
"659","F-00303","2"
"658","F-00483","2"
"667","F-00206","2"
"666","F-00373","12"
"665","F-00389","4"
"670","F-00545M","4"
"672","F-01170","8"
"680","F-00380","2"
"679","F-00694","2"
"678","F-00535","2"
"677","F-00812","2"
"663","F-00490","5"
"685","F-00592","4"
"690","F-00401A","4"
"689","F-01107","10"
"692","F-00447","10"
"697","F-00542M","6"
"700","F-00544","2"
"709","F-00376","6"
"715","F-00930","4"
"714","F-01176","4"
"711","F-00780","2"
"719","F-00826","6"
"718","F-01154","2"
"717","F-01019","4"
"716","F-00990","2"
"725","F-00540XX","2"
"730","F-00683","2"
"739","F-00367","5"
"740","F-00101","2"
"742","F-00811","2"
"741","F-00408","2"
"759","F-00877","2"
"756","F-00821","4"
"765","F-00267","2"
"764","F-00266","2"
"769","F-01028","2"
"773","F-00838","2"
"777","F-00671","2"
"782","F-00931","2"
"780","F-00986","4"
"809","F-00817","2"
"813","F-00128","6"
"818","F-00809","6"
"817","F-00698","4"
"825","F-00960","4"
"822","F-00268","2"
"821","F-00268A","2"
"835","F-01045","2"
"831","F-00697","2"
"840","F-00951","2"
"837","F-00766","2"
"836","F-00375","2"
"845","F-00996","2"
"843","F-01177","2"
"841","F-00751","2"
"848","F-00088","5"
"855","F-00409","4"
"854","F-01024","2"
"851","F-00979","3"
"860","F-00479","5"
"877","F-00943","2"
"876","F-00057","2"
"874","F-00754","4"
"880","F-00172","4"
"879","F-00548","4"
"1121","F-01142","4"
"1122","F-00647","2"
"1120","F-01037","4"
"1114","F-00383","2"
"1110","F-00988","4"
"1111","F-00451","4"
"1106","F-00398","4"
"1109","F-00939","4"
"1105","F-00424","2"
"1103","F-00984","2"
"1104","F-01178","2"
"1090","F-00908","2"
"1087","F-01006","2"
"1088","F-00857","2"
"1089","F-00742","2"
"1085","F-00827","4"
"1086","F-01043","2"
"1080","F-00560","4"
"1084","F-00745","2"
"1079","F-00275","2"
"1077","F-00803","4"
"1072","F-00678","4"
"1073","F-01003","2"
"1074","F-00276","4"
"1075","F-01095","4"
"1068","F-00737M","2"
"1061","F-01002","2"
"1063","F-00446","2"
"1064","F-00569","2"
"1057","F-00211","2"
"1058","F-00176","2"
"1055","F-00091","2"
"1026","F-00205","2"
"1022","F-00587M","4"
"1020","F-00588","2"
"1011","F-00622","2"
"1007","F-00755","2"
"1009","F-01223","2"
"1002","F-00450","4"
"1005","F-00585","2"
"1006","F-00718","2"
"997","F-00756","6"
"1001","F-00801","6"
"992","F-00725","2"
"993","F-00272","2"
"994","F-00273","2"
"995","F-00273M","2"
"996","F-01125","2"
"987","F-00208","2"
"988","F-00850","2"
"983","F-00593","8"
"984","F-00704","6"
"979","F-00029","4"
"976","F-00033","4"
"971","F-00537","10"
"974","F-00271","2"
"973","F-00539M","10"
"968","F-00062","2"
"917","F-00495","2"
"920","F-00433A","2"
"916","F-00433","2"
"915","F-00343","2"
"912","F-00081","2"
"905","F-00286","2"
"906","F-00750","2"
"901","F-01023","4"
"903","F-00843","2"
"897","F-00709","2"
"900","F-00869","6"
"896","F-00961","6"
"891","F-00204","2"
"893","F-00743","4"
"890","F-00269A","2"
"885","F-00546M","4"
"878","F-00434","2"
"868","F-00378","1"
"403","F-00121","2"
"334","F-00121X","2"
"437","F-00228","2"
"351","F-00228X","2"
"352","F-00230X","1"
"443","F-00230","1"
"439","F-00240","2"
"353","F-00240X","2"
"310","F-00296","2"
"281","F-00396","1"
"258","F-00396X","2"
"330","F-00476X","1"
"741","F-00408","2"
"114","F-00688","2"
"276","F-00642","1"
"254","F-00642X","2"
"217","F-00642XX","2"
"308","F-00758","2"
"336","F-00830X","1"
"328","F-00966X","2"
"115","F-00895","2"
"345","F-01018X","1"
"309","F-01065","1"
"282","F-01179","2"
"263","F-00292X","1"
"445","F-00291","1"
"299","F-00292","1"
"224","F-00381","1"
"187","F-00381X","1"
"433","F-00397","1"
"348","F-00397X","1"
"690","F-00401A","1"
"627","F-00401AX","1"
"629","F-00401X","1"
"19","F-01106","10"
"23","F-00586","10"
"26","F-00414","10"
"31","F-00122","10"
"36","F-00182","10"
"37","F-00080","10"
"75","F-00993","20"
"86","F-01072","20"
"95","F-00011","10"
"106","F-00144","10"
"161","F-00659","10"
"165","F-00109","10"
"171","F-00667","10"
"173","F-00531","10"
"246","F-00526","10"
"307","F-00118","20"
"720","F-00859","10"
"740","F-00101","10"
"852","F-00169","20"
"871","F-00394","10"
"916","F-00433","30"
"931","F-00358","10"
"1089","F-00742","10"
"146","F-00217","8"
"168","F-00547X","10"
"184","F-00497X","10"
"188","F-00670X","10"
"190","F-00948X","10"
"191","F-00494X","10"
"192","F-00670AX","10"
"193","F-00220X","10"
"213","F-00497","10"
"251","F-00018X","10"
"261","F-00499X","10"
"264","F-00926X","10"
"276","F-00642","10"
"319","F-00236X","10"
"323","F-00198X","10"
"328","F-00966X","10"
"337","F-00933","10"
"344","F-01039X","10"
"357","F-00231X","10"
"376","F-00651","10"
"391","F-00966","10"
"404","F-00014XX","10"
"417","F-00612","10"
"426","F-01018","10"
"433","F-00397","10"
"446","F-00231","20"
"444","F-01117","10"
"451","F-00917","10"
"509","F-00038X1","10"
"536","F-00631","4"
"541","F-00071","10"
"542","F-00713","10"
"545","F-00243","4"
"554","F-00653","10"
"557","F-00448","19"
"580","F-00935","10"
"587","F-00534M","10"
"600","F-00377","10"
"604","F-00282","10"
"608","F-00025X","10"
"642","F-00832X","10"
"648","F-00990X","10"
"655","F-00256","10"
"677","F-00812","10"
"679","F-00694","10"
"698","F-00952","10"
"704","F-00813","10"
"709","F-00376","20"
"708","F-00259M","10"
"736","F-00986X","11"
"734","F-00671X","10"
"754","F-00057XX","10"
"780","F-00986","10"
"782","F-00931","10"
"866","F-00589M","10"
"874","F-00754","10"
"900","F-00869","10"
"934","F-00755XX","10"
"938","F-00062X","10"
"1008","F-00374","10"
"1071","F-00880","20"
"652","F-00141","10"
"136","F-00558","5"
"133","F-00138","5"
"860","F-00479","6"
"865","F-00404","2"
"859","F-00026M","2"
"60","F-00779X","2"
"55","F-00484X","2"
"62","F-00561X","2"
"73","F-00484","8"
"80","F-00769","2"
"78","F-00111","6"
"87","F-00366","8"
"93","F-00039","2"
"95","F-00011","4"
"102","F-00184","4"
"139","F-00887","8"
"173","F-00531","4"
"247","F-00938","4"
"157","F-00100A","2"
"176","F-00605","2"
"180","F-00576","2"
"272","F-00097","2"
"371","F-00089","2"
"461","F-00099","2"
"524","F-00311","2"
"540","F-00721","2"
"659","F-00303","2"
"741","F-00408","8"
"809","F-00817","2"
"850","F-00682","8"
"862","F-00981","2"
"920","F-00433A","2"
"990","F-00046","2"
"1058","F-00176","1"
"868","F-00378","8"
"869","F-00589A","8"
"875","F-00022","4"
"836","F-00375","2"
"812","F-00765","2"
"555","F-01175","8"
"597","F-00518","2"
"376","F-00651","6"
"712","F-00400","6"
"421","F-00543","8"
"841","F-00751","2"
"840","F-00951","2"
"168","F-00547X","1"
"179","F-00494XX","1"
"181","F-00027X","1"
"183","F-00796X","1"
"185","F-00283X","1"
"188","F-00670X","1"
"191","F-00494X","1"
"192","F-00670AX","1"
"193","F-00220X","1"
"198","F-00512X","1"
"201","F-00123X","1"
"216","F-00441XX","1"
"233","F-00223XX","1"
"250","F-00739X","1"
"251","F-00018X","1"
"258","F-00396X","1"
"261","F-00499X","1"
"262","F-00225X","1"
"271","F-00028XX","1"
"291","F-00360XX","1"
"296","F-00090XX","1"
"317","F-00028X","1"
"319","F-00236X","1"
"322","F-00831X","1"
"323","F-00198X","1"
"327","F-01021X","2"
"331","F-00601X","1"
"337","F-00933","1"
"339","F-00612X","1"
"344","F-01039X","1"
"345","F-01018X","1"
"347","F-01092X","1"
"348","F-00397X","1"
"355","F-00983X","1"
"358","F-00917X","1"
"362","F-00407X","1"
"364","F-00965X","1"
"366","F-00599X","1"
"368","F-00941X","1"
"407","F-00243XX","1"
"412","F-00485XX","1"
"427","F-00488XX","1"
"471","F-00724X","1"
"473","F-00423X","1"
"474","F-00071X","1"
"478","F-00243X","1"
"483","F-00485X","1"
"487","F-01175X","1"
"491","F-00488X","1"
"492","F-00129X","1"
"494","F-00094X","1"
"496","F-00935X","1"
"497","F-00288X","1"
"499","F-00534XA","1"
"500","F-00534X","1"
"501","F-00120X","1"
"505","F-00714X","1"
"506","F-00377X","1"
"507","F-00242X","1"
"510","F-00243X1","1"
"601","F-00247X","1"
"607","F-00826XX","1"
"608","F-00025X","1"
"614","F-01170X","1"
"617","F-00535X","1"
"619","F-00380X","1"
"621","F-00592X","1"
"624","F-00934X","1"
"631","F-01044","1"
"630","F-00447X","1"
"634","F-00952X","1"
"639","F-01138X","1"
"640","F-00247","1"
"642","F-00832X","2"
"643","F-00780X","2"
"648","F-00990X","1"
"650","F-01154X","1"
"651","F-00826X","1"
"702","F-00922X","1"
"722","F-00839X","1"
"723","F-00265X","1"
"725","F-00540XX","1"
"726","F-00266X","1"
"729","F-00267X","1"
"732","F-01028X","1"
"733","F-00838X","1"
"737","F-01054X","1"
"738","F-00931X","1"
"744","F-00589XX","1"
"750","F-00128X","1"
"754","F-00057XX","1"
"756","F-00821","1"
"759","F-00877","1"
"761","F-00960X","1"
"763","F-00540X","1"
"765","F-00267","1"
"772","F-01090XX","1"
"773","F-00838","1"
"777","F-00671","1"
"779","F-00825","1"
"784","F-01177X","1"
"785","F-00970X","1"
"796","F-00057X","1"
"803","F-00743X","1"
"804","F-00961X","1"
"805","F-00270AX","1"
"806","F-00706X","1"
"808","F-01023X","1"
"875","F-00022","2"
"273","F-00018","10"
"657","F-00025","15"
"93","F-00039","10"
"14","F-00052","2"
"142","F-00054","5"
"145","F-00058","2"
"134","F-00063","30"
"311","F-00086","10"
"544","F-00093","20"
"563","F-00096","5"
"210","F-00098","10"
"740","F-00101","10"
"307","F-00118","10"
"589","F-00120","6"
"170","F-00168","10"
"156","F-00186A","10"
"69","F-00993X","20"
"293","F-00195","4"
"667","F-00206","10"
"420","F-00229M","10"
"640","F-00247","2"
"994","F-00273","4"
"95","F-00011","30"
"549","F-00369","20"
"709","F-00376","6"
"455","F-00426","10"
"588","F-00411","10"
"26","F-00414","5"
"977","F-00417","2"
"916","F-00433","10"
"268","F-00440","10"
"559","F-00070M","20"
"73","F-00484","10"
"570","F-00488","6"
"663","F-00490","5"
"587","F-00534M","10"
"675","F-00541","4"
"554","F-00653","20"
"1068","F-00737M","20"
"841","F-00751","4"
"1007","F-00755","5"
"85","F-00779","15"
"377","F-00783","6"
"315","F-00820","10"
"779","F-00825","4"
"900","F-00869","6"
"825","F-00960","10"
"99","F-01105","10"
"703","F-01138","4"
"672","F-01170","10"
"679","F-00694","10"
"685","F-00592","10"
"705","F-00994","10"
"706","F-00544A","10"
"757","F-00839","10"
"759","F-00877","20"
"765","F-00267","10"
"892","F-00269","10"
"972","F-00539","10"
"975","F-00017","10"
"210","F-00098","10"
"835","F-01045","10"
"1072","F-00678","6"
"812","F-00765","5"
"825","F-00960","5"
"873","F-00492","10"
"869","F-00589A","5"
"141","F-01159","9"
"95","F-00011","6"
"136","F-00558","9"
"82","F-00114","6"
"269","F-00739","6"
"397","F-01158","6"
"480","F-00023X","6"
"563","F-00096","6"
"977","F-00417","6"
"613","F-00923X","6"
"1056","F-00880X","6"
"1070","F-00444M","6"
"996","F-01125","6"
"995","F-00273M","6"
"95","F-00011","10"
"125","F-00063X","5"
"127","F-00558X","5"
"136","F-00558","10"
"134","F-00063","10"
"546","F-00243M","4"
"563","F-00096","4"
"586","F-00534","6"
"848","F-00088","6"
"858","F-00026","10"
"868","F-00378","10"
"917","F-00495","6"
"311","F-00086","6"
"1111","F-00451","4"
"1109","F-00939","4"
"710","F-00832","4"
"1026","F-00205","2"
"1071","F-00880","5"
"999","F-00719","4"
"136","F-00558","8"
"127","F-00558X","2"
"95","F-00011","8"
"92","F-00030","6"
"82","F-00114","4"
"165","F-00109","4"
"163","F-00108","4"
"170","F-00168","2"
"156","F-00186A","4"
"100","F-00140","4"
"76","F-00110","4"
"937","F-00435","2"
"864","F-00142","2"
"975","F-00017","2"
"942","F-00017X","2"
"978","F-00021","2"
"946","F-00021X","2"
"548","F-00023","2"
"480","F-00023X","2"
"280","F-00024","3"
"858","F-00026","3"
"372","F-00028","2"
"317","F-00028X","2"
"979","F-00029","2"
"947","F-00029X","1"
"560","F-00031","4"
"976","F-00033","2"
"943","F-00033X","2"
"274","F-00035","2"
"252","F-00035X","1"
"513","F-00038","2"
"969","F-00062M","2"
"428","F-00090","2"
"296","F-00090XX","2"
"544","F-00093","2"
"1066","F-00103M","2"
"1039","F-00103X","2"
"403","F-00121","2"
"334","F-00121X","2"
"813","F-00128","3"
"750","F-00128X","2"
"811","F-00133","2"
"743","F-00133X","1"
"882","F-00139","2"
"797","F-00139Х","2"
"446","F-00231","2"
"357","F-00231X","1"
"452","F-00232","2"
"360","F-00232X","1"
"419","F-00238","2"
"375","F-00239","1"
"594","F-00241","2"
"546","F-00243M","2"
"572","F-00246","2"
"493","F-00246X","1"
"640","F-00247","2"
"682","F-00258","2"
"707","F-00259","2"
"641","F-00259X","1"
"673","F-00261","2"
"610","F-00261X","1"
"765","F-00267","2"
"729","F-00267X","1"
"385","F-00287","1"
"581","F-00288","2"
"497","F-00288X","1"
"445","F-00291","2"
"596","F-00293","2"
"503","F-00293X","2"
"386","F-00360","2"
"325","F-00360X","2"
"549","F-00369","4"
"481","F-00369X","2"
"674","F-00371","2"
"611","F-00371X","1"
"836","F-00375","2"
"600","F-00377","2"
"506","F-00377X","1"
"868","F-00378","4"
"789","F-00378X","2"
"433","F-00397","2"
"348","F-00397X","1"
"855","F-00409","2"
"787","F-00409X","1"
"982","F-00417A","2"
"539","F-00423","2"
"473","F-00423X","1"
"268","F-00440","2"
"249","F-00440X","1"
"275","F-00441","2"
"253","F-00441X","2"
"1069","F-00444","2"
"1070","F-00444M","2"
"395","F-00445","1"
"490","F-00448X","2"
"861","F-00479M","2"
"658","F-00483","2"
"1004","F-00486A","1"
"980","F-00486","4"
"948","F-00486X","2"
"570","F-00488","4"
"491","F-00488X","2"
"663","F-00490","2"
"873","F-00492","2"
"793","F-00492X","2"
"586","F-00534","2"
"500","F-00534X","2"
"678","F-00535","3"
"617","F-00535X","2"
"971","F-00537","2"
"939","F-00537X","1"
"972","F-00539","1"
"973","F-00539M","1"
"940","F-00539XM","1"
"941","F-00539X","1"
"675","F-00541","2"
"612","F-00541X","1"
"695","F-00542A","1"
"697","F-00542M","1"
"633","F-00542X","1"
"885","F-00546M","1"
"884","F-00546","1"
"798","F-00546Х","1"
"1080","F-00560","2"
"1047","F-00560X","1"
"856","F-00584","2"
"788","F-00584X","1"
"1022","F-00587M","2"
"1013","F-00587X","2"
"1020","F-00588","2"
"1012","F-00588X","1"
"857","F-00589","2"
"869","F-00589A","1"
"791","F-00589X","2"
"393","F-00601","2"
"331","F-00601X","1"
"520","F-00613","2"
"914","F-00633","2"
"1072","F-00678","2"
"1043","F-00678X","2"
"831","F-00697","1"
"984","F-00704","1"
"814","F-00734","1"
"751","F-00734X","1"
"815","F-00735","1"
"752","F-00735X","1"
"874","F-00754","2"
"794","F-00754X","1"
"812","F-00765","2"
"377","F-00783","2"
"321","F-00783X","1"
"336","F-00830X","1"
"1071","F-00880","2"
"824","F-00914","2"
"760","F-00914X","1"
"517","F-00911","3"
"485","F-00911X","1"
"901","F-01023","2"
"843","F-01177","2"
"95","F-00011","20"
"84","F-00600","15"
"397","F-01158","8"
"652","F-00141","15"
"661","F-00047","1"
"663","F-00490","10"
"780","F-00986","10"
"776","F-00951X","2"
"833","F-00940","15"
"853","F-00487","10"
"740","F-00101","5"
"815","F-00735","9"
"997","F-00756","10"
"1008","F-00374","10"
"77","F-00740","2"
"80","F-00769","3"
"101","F-00886","5"
"125","F-00063X","4"
"158","F-00100","5"
"230","F-00494","3"
"191","F-00494X","3"
"312","F-00130","4"
"334","F-00121X","4"
"393","F-00601","4"
"386","F-00360","6"
"381","F-00198","4"
"433","F-00397","3"
"618","F-00524","3"
"652","F-00141","5"
"544","F-00093","3"
"665","F-00389","2"
"678","F-00535","6"
"617","F-00535X","2"
"740","F-00101","5"
"743","F-00133X","4"
"750","F-00128X","4"
"749","F-00492XX","2"
"752","F-00735X","2"
"792","F-01048X","2"
"799","F-00662Х","2"
"811","F-00133","8"
"813","F-00128","3"
"849","F-00319","5"
"866","F-00589M","6"
"873","F-00492","2"
"896","F-00961","4"
"908","F-00113","4"
"931","F-00358","6"
"52","F-00421X","2"
"55","F-00484X","5"
"62","F-00561X","5"
"95","F-00011","5"
"128","F-00663X","5"
"99","F-01105","5"
"145","F-00058","5"
"160","F-00531X","3"
"200","F-00797X","3"
"188","F-00670X","3"
"247","F-00938","3"
"336","F-00830X","3"
"342","F-00543X","3"
"322","F-00831X","3"
"323","F-00198X","3"
"487","F-01175X","4"
"499","F-00534XA","3"
"639","F-01138X","2"
"554","F-00653","4"
"547","F-00844","4"
"735","F-00825X","2"
"95","F-00011","15"
"978","F-00021","4"
"858","F-00026","15"
"740","F-00101","15"
"1065","F-00103","15"
"1039","F-00103X","15"
"166","F-00104","15"
"165","F-00109","15"
"76","F-00110","20"
"82","F-00114","50"
"307","F-00118","20"
"864","F-00142","15"
"170","F-00168","20"
"852","F-00169","15"
"667","F-00206","20"
"970","F-00209","10"
"374","F-00236","15"
"707","F-00259","15"
"709","F-00376","50"
"1106","F-00398","20"
"868","F-00378","50"
"741","F-00408","22"
"26","F-00414","20"
"1070","F-00444M","40"
"54","F-00464","15"
"977","F-00417","15"
"699","F-00501","15"
"421","F-00543","15"
"1080","F-00560","15"
"1022","F-00587M","15"
"983","F-00593","15"
"11","F-00597","20"
"376","F-00651","20"
"137","F-00663","100"
"463","F-00712","10"
"1006","F-00718","30"
"1001","F-00801","10"
"718","F-01154","20"
"1","F-0000A","2"
"3","F-00355","2"
"4","F-00608","2"
"5","F-00102","2"
"7","F-00726","2"
"8","F-00372","2"
"9","F-00523","2"
"11","F-00597","3"
"13","F-00365","3"
"14","F-00052","2"
"17","F-00689","4"
"20","F-00976","2"
"21","F-00148","1"
"23","F-00586","2"
"24","F-00556","2"
"27","F-00473","4"
"28","F-00154","3"
"29","F-00465","2"
"32","F-00687","2"
"35","F-00982","2"
"36","F-00182","2"
"37","F-00080","3"
"42","F-00855","5"
"46","F-00517","4"
"49","F-00959","2"
"53","F-00185","2"
"64","F-00657","2"
"71","F-00307","2"
"72","F-00313","3"
"76","F-00110","10"
"78","F-00111","10"
"79","F-00315","3"
"80","F-00769","3"
"81","F-00619","3"
"92","F-00030","4"
"95","F-00011","3"
"98","F-01100","5"
"100","F-00140","2"
"103","F-00308","3"
"104","F-00607","5"
"106","F-00144","5"
"110","F-01071","5"
"111","F-00529","2"
"115","F-00895","3"
"116","F-00868","3"
"119","F-00146","2"
"122","F-00641","1"
"124","F-00915","2"
