"Order Items: Product ID","Order Items: Variation ID","Order Items: SKU","Order Items: Product Name","Order Items: Quantity","Order Items: Total"
"2894","","309","F-00130","2","120"
"2895","","310","F-00590","2","120"
"2898","","313","F-00927","2","120"
"2952","","367","F-01157","2","120"
"2954","","369","F-00028","2","120"
"2964","","379","F-00295","2","120"
"2979","","394","F-01158","2","120"
"2998","","413","F-00387M","2","120"
"3100","","515","F-0000C","1","120"
"3104","","519","F-00312","2","120"
"3106","","521","F-00311","2","120"
"3107","","522","F-00196","2","120"
"3112","","527","F-00696","2","120"
"3113","","528","F-00009","2","120"
"3114","","529","F-00199","2","120"
"3118","","533","F-00631","2","180"
"3120","","535","F-00530","1","60"
"3142","","557","F-00031","2","120"
"3146","","561","F-01173","2","120"
"3160","","575","F-00819","2","180"
"3187","","602","F-00788","2","120"
"3236","","651","F-00520","2","120"
"3239","","654","F-00309","2","120"
"3241","","656","F-00483","2","120"
"3243","","658","F-00331","2","120"
"3247","","662","F-00675","2","120"
"3250","","665","F-00206","2","120"
"3303","","718","F-00859","2","120"
"3322","","737","F-00367","2","120"
"3323","","738","F-00101","2","120"
"3325","","740","F-00811","2","120"
"3429","","844","F-00979","2","120"
"3431","","846","F-00487","2","120"
"3440","","855","F-00981","2","120"
"3436","","851","F-00026","2","120"
"3449","","864","F-00394","2","120"
"3456","","871","F-00434","2","120"
"3469","","884","F-00204","2","120"
"3477","","892","F-00045","2","180"
"3486","","901","F-00113","2","120"
"3492","","907","F-00633","2","120"
"3495","","910","F-00495","2","120"
"3510","","925","F-00673","2","120"
"3511","","926","F-00980","2","120"
"3515","","930","F-00435","2","180"
"3546","","961","F-00062","2","120"
"3548","","963","F-00209","2","120"
"3565","","980","F-00208","2","180"
"3603","","1018","F-00205","2","180"
"3632","","1047","F-00091","2","180"
"3636","","1051","F-00207","2","180"
"3638","","1053","F-01002","2","180"
"3807","","1081","F-00742","2","180"
"3808","","1082","F-00908","2","180"
"3821","","1095","F-00984","2","180"
"3832","","1106","F-00383","2","180"
"2661","","76","F-00740","10","300"
"2670","","85","F-00366","10","300"
"2744","","159","F-00667X","10","900"
"2822","","237","F-00512","10","900"
"3045","","460","F-00712","10","900"
"3147","","562","F-00244","10","900"
"3170","","585","F-00411","10","900"
"3281","","696","F-00952","10","900"
"3291","","706","F-00259M","10","900"
"3298","","713","F-00930","10","900"
"3361","","776","F-00825","10","900"
"3612","","1027","F-01104","10","900"
"3651","","1066","F-00276","10","900"
"2586","","1","F-0000A","4","480"
"2593","","8","F-00372","4","360"
"2724","","139","F-00054","10","300"
"2817","","232","F-00949","8","720"
"3170","","585","F-00411","8","720"
"3278","","693","F-00542A","8","720"
"3290","","705","F-00259","8","720"
"3469","","884","F-00204","10","600"
"3579","","994","F-00450","8","720"
"3585","","1000","F-00374","10","900"
"3581","","996","F-00486A","4","360"
"3613","","1028","F-00910","8","720"
"3614","","1029","F-00827XX","8","960"
"3636","","1051","F-00207","4","360"
"3660","","1075","F-00581","6","540"
"3662","","1077","F-00827","4","360"
"3663","","1078","F-01043","4","360"
"3805","","1079","F-01006","4","360"
"3806","","1080","F-00857","4","360"
"3549","","964","F-00537","8","720"
"2698","","113","F-00868","10","300.00"
"2716","","131","F-00063","20","600"
"3142","","557","F-00031","5","300"
"3095","","510","F-00038","20","1800"
"2747","","162","F-00109","6","360"
"2660","","75","F-00110","15","450"
"3426","","841","F-00088","15","900"
"2665","","80","F-00114","20","600"
"3442","","857","F-00142","15","900"
"3003","","418","F-00543","10","900"
"3583","","998","F-00718","6","540"
"3576","","991","F-00719","6","540"
"3446","","861","F-00378","20","1800"
"3509","","924","F-00358","10","600"
"2916","","331","F-00121X","4","480"
"3151","","566","F-00488","3","270"
"2679","","94","F-00037","15","450"
"2716","","131","F-00063","15","450"
"2893","","308","F-00086","10","600"
"2665","","80","F-00114","15","450"
"3442","","857","F-00142","10","600"
"2752","","167","F-00168","8","480"
"3250","","665","F-00206","10","600"
"3446","","861","F-00378","16","1440"
"3509","","924","F-00358","10","600"
"3151","","566","F-00488","6","540"
"3131","","546","F-00369","12","1080"
"3003","","418","F-00543","7","630"
"3421","","836","F-00751","5","450"
"3583","","998","F-00718","10","900"
"3576","","991","F-00719","10","900"
"3579","","994","F-00450","6","540"
"3413","","828","F-00940","2","180"
"3609","","1024","F-00582","5","450"
"3611","","1026","F-01030","5","450"
"3613","","1028","F-00910","5","450"
"2795","","210","F-00497","5","450"
"2800","","215","F-00024XX","5","600"
"2812","","227","F-00494","5","450"
"2892","","307","F-00296","5","300"
"2891","","306","F-01065","5","300"
"2858","","273","F-00642","5","450"
"2882","","297","F-00225M","5","450"
"3131","","546","F-00369","5","450"
"2954","","369","F-00028","5","300"
"3103","","518","F-00301","5","300"
"3106","","521","F-00311","5","300"
"3133","","548","F-00485","5","450"
"3137","","552","F-01175","5","450"
"3128","","543","F-00243M","5","450"
"3150","","565","F-00604","5","450"
"2628","","43","F-00051","5","150"
"2679","","94","F-00037","5","150"
"2743","","158","F-00659","5","450"
"2716","","131","F-00063","5","150"
"2747","","162","F-00109","5","300"
"2748","","163","F-00104","5","300"
"2790","","205","F-00759","5","300"
"2675","","90","F-00030","5","150"
"2662","","77","F-00111","5","150"
"2848","","263","F-00019","5","300"
"2867","","282","F-00396M","5","450"
"2978","","393","F-00048","5","300"
"3499","","914","F-00062XX","2","240"
"3601","","1016","F-00290","5","450"
"3167","","582","F-00534A","10","900"
"3177","","592","F-00241M","5","450"
"3182","","597","F-00377","5","450"
"3241","","656","F-00483","5","300"
"3243","","658","F-00331","5","300"
"3324","","739","F-00408","5","300"
"3431","","846","F-00487","5","300"
"3427","","842","F-00319","5","300"
"3441","","856","F-00981M","5","450"
"3443","","858","F-00404","5","300"
"3454","","869","F-00057","5","450"
"3466","","881","F-00749","6","540"
"3478","","893","F-00869","5","450"
"3502","","917","F-01069","5","450"
"3546","","961","F-00062","5","300"
"3555","","970","F-00417","5","450"
"3600","","1015","F-00289","5","450"
"2669","","84","F-01072","5","150"
"2672","","87","F-00418","5","150"
"3250","","665","F-00206","5","300"
"3260","","675","F-00812","5","450"
"3288","","703","F-00994","5","450"
"3829","","1103","F-00451","5","450"
"3422","","837","F-00970","5","450"
"3136","","551","F-00653","5","450"
"3021","","436","F-00240","5","450"
"3586","","1001","F-01223","5","450"
"2793","","208","F-00280","5","450"
"3651","","1066","F-00276","5","450"
"3168","","583","F-00534","5","450"
"3165","","580","F-00288M","5","450"
"3435","","850","F-00589","5","450"
"3451","","866","F-00492","5","450"
"3450","","865","F-00589AM","5","600"
"2860","","275","F-00034","5","450"
"3488","","903","F-00522","5","450"
"3511","","926","F-00980","5","300"
"3473","","888","F-00814","5","450"
"3036","","451","F-00407","5","450"
"3129","","544","F-00844","5","450"
"3164","","579","F-00253X","5","450"
"3449","","864","F-00394","5","300"
"2884","","299","F-00926","30","2700"
"3551","","966","F-00539M","10","900"
"3570","","985","F-00272","8","720"
"3531","","946","F-00272X","2","240"
"3599","","1014","F-00587M","8","720"
"3590","","1005","F-00587X","4","480"
"3589","","1004","F-00588X","4","480"
"3657","","1072","F-00560","20","1800"
"3624","","1039","F-00560X","4","480"
"2805","","220","F-00333","10","600"
"3808","","1082","F-00908","5","450"
"2955","","370","F-00285","8","720"
"2900","","315","F-00285X","4","480"
"2875","","290","F-00195","30","1800"
"3260","","675","F-00812","10","900"
"2834","","249","F-00035X","10","1200"
"2841","","256","F-01179X","10","1200"
"2846","","261","F-00926X","4","480"
"3448","","863","F-00835","10","600"
"3397","","812","F-00698","10","900"
"3579","","994","F-00450","30","2700"
"3619","","1034","F-00444X","10","1200"
"3249","","664","F-00373","10","900"
"3191","","606","F-00373X","4","480"
"3265","","680","F-00258","10","900"
"3037","","452","F-00426","20","1800"
"3006","","421","F-01039","30","2700"
"3239","","654","F-00309","10","600"
"3341","","756","F-00877","50","4500"
"3347","","762","F-00267","50","4500"
"3634","","1049","F-00211","5","450"
"3015","","430","F-00397","10","900"
"2930","","345","F-00397X","5","600"
"3426","","841","F-00088","20","1200"
"3023","","438","F-00983","30","2700"
"3828","","1102","F-00988","30","2700"
"2670","","85","F-00366","50","1500"
"3166","","581","F-00669","20","1800"
"3175","","590","F-00255X","10","1200"
"3044","","459","F-00599","20","1800"
"3251","","666","F-00261M","20","1800"
"2649","","64","F-00189","22","660"
"2595","","10","F-00432","2","120"
"2648","","63","F-00657","1","30"
"2628","","43","F-00051","2","60"
"2665","","80","F-00114","2","60"
"2688","","103","F-00144","1","60"
"2685","","100","F-00184","1","60"
"2699","","114","F-00368","1","30"
"2741","","156","F-00186","1","60"
"2719","","134","F-00663","5","150"
"2737","","152","F-01167","4","240"
"2795","","210","F-00497","1","90"
"2808","","223","F-00219","2","180"
"2892","","307","F-00296","1","60"
"2856","","271","F-00035","5","450"
"2860","","275","F-00034","2","180"
"2875","","290","F-00195","1","60"
"3097","","512","F-00015","2","180"
"2983","","398","F-00830","1","90"
"3003","","418","F-00543","2","180"
"3012","","427","F-00474","2","180"
"3028","","443","F-00231","2","180"
"3040","","455","F-00965","2","180"
"3109","","524","F-00135","2","180"
"3124","","539","F-00713","3","270"
"3093","","508","F-00014","3","270"
"3171","","586","F-00120","2","180"
"3324","","739","F-00408","2","120"
"3325","","740","F-00811","2","120"
"3341","","756","F-00877","1","90"
"3347","","762","F-00267","1","90"
"3323","","738","F-00101","1","60"
"3393","","808","F-00128","2","180"
"3404","","819","F-00914","1","90"
"3418","","833","F-00624","3","270"
"3451","","866","F-00492","1","90"
"3446","","861","F-00378","3","270"
"3509","","924","F-00358","1","60"
"3549","","964","F-00537","1","90"
"2915","","330","F-00095X","1","120"
"3091","","506","F-00038X1","3","360"
"3061","","476","F-00015X","1","120"
"3369","","784","F-00378X","1","120"
"3619","","1034","F-00444X","3","360"
"2587","","2","F-00074","1","60"
"2595","","10","F-00432","5","300"
"2611","","26","F-00473","2","60"
"2615","","30","F-00122","2","180"
"2657","","72","F-00484","8","240"
"2661","","76","F-00740","3","90"
"2665","","80","F-00114","1","30"
"2688","","103","F-00144","1","60"
"2683","","98","F-00140","2","120"
"2685","","100","F-00184","1","60"
"2699","","114","F-00368","5","150"
"2741","","156","F-00186","1","60"
"2719","","134","F-00663","3","90"
"2727","","142","F-00058","1","30"
"2737","","152","F-01167","2","120"
"2747","","162","F-00109","4","240"
"2752","","167","F-00168","3","180"
"2892","","307","F-00296","4","240"
"2924","","339","F-00543X","4","480"
"2927","","342","F-01018X","4","480"
"2850","","265","F-00440","4","360"
"2856","","271","F-00035","5","450"
"2864","","279","F-01179","1","90"
"2875","","290","F-00195","6","360"
"3097","","512","F-00015","5","450"
"2983","","398","F-00830","4","360"
"3003","","418","F-00543","8","720"
"3012","","427","F-00474","8","720"
"3036","","451","F-00407","3","270"
"3107","","522","F-00196","1","60"
"3109","","524","F-00135","3","270"
"3124","","539","F-00713","4","360"
"3093","","508","F-00014","19","1710"
"3143","","558","F-00070","1","90"
"3138","","553","F-00126","1","90"
"3154","","569","F-00246","1","90"
"3166","","581","F-00669","1","90"
"3181","","596","F-00714","2","180"
"3240","","655","F-00025","2","120"
"3261","","676","F-00535","1","90"
"3254","","669","F-00923","2","180"
"3274","","689","F-00401","1","90"
"3282","","697","F-00501","1","90"
"3324","","739","F-00408","2","120"
"3325","","740","F-00811","2","120"
"3341","","756","F-00877","1","90"
"3323","","738","F-00101","4","240"
"3394","","809","F-00734","3","270"
"3404","","819","F-00914","1","90"
"3418","","833","F-00624","1","90"
"3454","","869","F-00057","2","180"
"3451","","866","F-00492","1","90"
"3446","","861","F-00378","12","1080"
"3509","","924","F-00358","2","120"
"3551","","966","F-00539M","3","270"
"3549","","964","F-00537","3","270"
"3552","","967","F-00271","1","90"
"3579","","994","F-00450","6","540"
"3583","","998","F-00718","1","90"
"3648","","1063","F-00880","10","900"
"3657","","1072","F-00560","3","270"
"3805","","1079","F-01006","2","180"
"3851","","1125","F-00635A","1","250"
"2831","","246","F-00440X","1","120"
"2833","","248","F-00018X","1","120"
"2839","","254","F-00024X","1","120"
"2874","","289","F-00223","1","90"
"2915","","330","F-00095X","2","240"
"2928","","343","F-00474X","2","240"
"3091","","506","F-00038X1","1","120"
"3061","","476","F-00015X","1","120"
"3056","","471","F-00071X","1","120"
"3375","","790","F-00022X","2","240"
"3499","","914","F-00062XX","1","120"
"3524","","939","F-00021X","1","120"
"3619","","1034","F-00444X","2","240"
"2653","","68","F-00993X","10","300"
"2671","","86","F-00187","7","210"
"2743","","158","F-00659","10","900"
"2753","","168","F-00667","4","240"
"2941","","356","F-00878X","4","480"
"2939","","354","F-00231X","2","240"
"2965","","380","F-00496","2","120"
"3019","","434","F-00228","8","720"
"3163","","578","F-00288","4","360"
"3168","","583","F-00534","10","900"
"3495","","910","F-00495","5","300"
"3824","","1098","F-00398","6","540"
"2621","","36","F-00080","3","90"
"2626","","41","F-00855","3","90"
"2633","","48","F-00959","3","90"
"2637","","52","F-00185","2","60"
"2656","","71","F-00313","3","90"
"2657","","72","F-00484","3","90"
"2661","","76","F-00740","3","90"
"2666","","81","F-00403","3","90"
"2674","","89","F-01052","3","90"
"2677","","92","F-00040","3","90"
"2678","","93","F-00011","3","90"
"2681","","96","F-01100","3","90"
"2683","","98","F-00140","2","120"
"2685","","100","F-00184","2","120"
"2687","","102","F-00607","3","90"
"2688","","103","F-00144","2","120"
"2722","","137","F-00978","3","90"
"2724","","139","F-00054","3","90"
"2727","","142","F-00058","3","90"
"2731","","146","F-00609","3","180"
"2737","","152","F-01167","3","180"
"2735","","150","F-00216","2","180"
"2740","","155","F-00100","2","120"
"2747","","162","F-00109","2","120"
"2749","","164","F-00191","2","120"
"2754","","169","F-00720","2","120"
"2758","","173","F-00605","2","120"
"2784","","199","F-00027","2","120"
"2790","","205","F-00759","2","120"
"2793","","208","F-00280","2","180"
"2803","","218","F-01010","1","60"
"2807","","222","F-00889","2","120"
"2811","","226","F-00948","2","180"
"2814","","229","F-00220","2","180"
"2822","","237","F-00512","3","270"
"2827","","242","F-00748","2","120"
"2847","","262","F-00901","3","270"
"2848","","263","F-00019","3","180"
"2850","","265","F-00440","2","180"
"2852","","267","F-00089X","3","180"
"2855","","270","F-00018","2","180"
"3042","","457","F-00234","2","180"
"3047","","462","F-01096","1","90"
"3048","","463","F-01099","1","90"
"3077","","492","F-00106X","2","240"
"3079","","494","F-00288X","2","240"
"3084","","499","F-00241X","2","240"
"3094","","509","F-00014M","2","180"
"3107","","522","F-00196","2","120"
"3109","","524","F-00135","2","180"
"2604","","19","F-01106","2","120"
"2600","","15","F-00149","2","120"
"2611","","26","F-00473","2","60"
"2610","","25","F-00414","2","60"
"2612","","27","F-00154","2","60"
"2613","","28","F-00465","2","120"
"2616","","31","F-00687","2","180"
"2614","","29","F-00165","2","120"
"2625","","40","F-00771","2","60"
"2626","","41","F-00855","2","60"
"2629","","44","F-00183","2","60"
"2633","","48","F-00959","2","60"
"2632","","47","F-00117","2","60"
"2635","","50","F-00741","2","120"
"2637","","52","F-00185","2","60"
"2647","","62","F-00136","2","60"
"2651","","66","F-01140","2","60"
"2650","","65","F-00395","2","60"
"2655","","70","F-00307","2","120"
"2657","","72","F-00484","2","60"
"2658","","73","F-00459","2","120"
"2659","","74","F-00993","2","60"
"2661","","76","F-00740","2","60"
"2668","","83","F-00779","2","60"
"2670","","85","F-00366","2","60"
"2672","","87","F-00418","2","60"
"3320","","735","F-01054X","4","480"
"3324","","739","F-00408","2","120"
"3355","","770","F-00838","2","180"
"3362","","777","F-00986","4","360"
"3364","","779","F-00931","2","180"
"3398","","813","F-00809","2","180"
"3401","","816","F-00268A","2","180"
"3403","","818","F-00270M","2","180"
"3408","","823","F-00871","2","180"
"3414","","829","F-00847","2","180"
"3486","","901","F-00113","3","180"
"3426","","841","F-00088","2","120"
"3446","","861","F-00378","2","180"
"3460","","875","F-00139","3","270"
"2657","","72","F-00484","2","60"
"2985","","400","F-00121","2","180"
"3114","","529","F-00199","2","120"
"3247","","662","F-00675","2","120"
"2747","","162","F-00109","2","120"
"2716","","131","F-00063","1","30"
"2752","","167","F-00168","2","120"
"3495","","910","F-00495","2","120"
"3168","","583","F-00534","2","180"
"2681","","96","F-01100","2","60"
"3325","","740","F-00811","2","120"
"3044","","459","F-00599","2","180"
"2653","","68","F-00993X","2","60"
"3838","","1112","F-01037","2","180"
"3839","","1113","F-01142","2","180"
"3840","","1114","F-00647","2","180"
"3832","","1106","F-00383","2","180"
"3827","","1101","F-00939","1","90"
"3824","","1098","F-00398","1","90"
"3137","","552","F-01175","4","360"
"3169","","584","F-00534M","4","360"
"2743","","158","F-00659","2","180"
"3099","","514","F-00911","2","180"
"3179","","594","F-00518","4","360"
"3003","","418","F-00543","2","180"
"2960","","375","F-00831","2","180"
"3363","","778","F-01054","4","360"
"2740","","155","F-00100","2","120"
"3439","","854","F-00479M","4","360"
"2718","","133","F-00558","2","60"
"3170","","585","F-00411","4","360"
"2661","","76","F-00740","4","120"
"3829","","1103","F-00451","4","360"
"3028","","443","F-00231","4","360"
"3585","","1000","F-00374","4","360"
"2980","","395","F-00095M","2","180"
"3015","","430","F-00397","2","180"
"3014","","429","F-01092M","4","360"
"2657","","72","F-00484","3","90"
"2681","","96","F-01100","5","150"
"2667","","82","F-00600","5","150"
"2680","","95","F-00849","5","150"
"2751","","166","F-01148","5","300"
"2727","","142","F-00058","5","150"
"2717","","132","F-00297","8","240"
"2860","","275","F-00034","5","450"
"2887","","302","F-00032","5","300"
"2851","","266","F-00739","5","450"
"2951","","366","F-00332","5","300"
"3006","","421","F-01039","5","450"
"3022","","437","F-00668","5","450"
"3007","","422","F-00229","8","720"
"2960","","375","F-00831","5","450"
"3129","","544","F-00844","8","720"
"3123","","538","F-00071","5","450"
"3162","","577","F-00935","5","450"
"3167","","582","F-00534A","5","450"
"3136","","551","F-00653","5","450"
"3250","","665","F-00206","5","300"
"3486","","901","F-00113","5","300"
"3430","","845","F-00169","5","300"
"3426","","841","F-00088","7","420"
"3436","","851","F-00026","2","120"
"3446","","861","F-00378","6","540"
"2620","","35","F-00182","4","120"
"2621","","36","F-00080","10","300"
"2624","","39","F-00152","6","180"
"2633","","48","F-00959","10","300"
"2635","","50","F-00741","4","240"
"2637","","52","F-00185","4","120"
"2639","","54","F-00484X","10","600"
"2644","","59","F-00779X","10","600"
"2646","","61","F-00561X","10","600"
"2648","","63","F-00657","10","300"
"2650","","65","F-00395","10","300"
"2653","","68","F-00993X","10","300"
"2657","","72","F-00484","10","300"
"2659","","74","F-00993","10","300"
"2665","","80","F-00114","10","300"
"2677","","92","F-00040","10","300"
"2681","","96","F-01100","6","180"
"2685","","100","F-00184","4","240"
"2686","","101","F-00308","4","240"
"2712","","127","F-00887X","10","600"
"2721","","136","F-00887","10","300"
"2727","","142","F-00058","10","300"
"2729","","144","F-00153","6","360"
"2759","","174","F-00547","6","540"
"2761","","176","F-00494XX","4","480"
"2765","","180","F-00796X","4","480"
"2768","","183","F-00381X","6","720"
"2780","","195","F-00512X","5","600"
"2793","","208","F-00280","6","540"
"2808","","223","F-00219","10","900"
"2822","","237","F-00512","10","900"
"2821","","236","F-00222M","6","540"
"2835","","250","F-00441X","4","480"
"2842","","257","F-00402X","4","480"
"2867","","282","F-00396M","10","900"
"2877","","292","F-00499","10","900"
"2878","","293","F-00090XX","6","720"
"2906","","321","F-00226X","6","720"
"2918","","333","F-00830X","10","1200"
"2925","","340","F-00716X","10","1200"
"2929","","344","F-01092X","10","1200"
"2945","","360","F-00426X","7","840"
"2983","","398","F-00830","10","900"
"2999","","414","F-00612","10","900"
"3007","","422","F-00229","10","900"
"3012","","427","F-00474","10","900"
"3032","","447","F-00878M","10","900"
"3039","","454","F-00818","6","540"
"3044","","459","F-00599","4","360"
"3078","","493","F-00935X","6","720"
"3085","","500","F-00293X","2","240"
"3084","","499","F-00241X","1","120"
"3088","","503","F-00377X","6","720"
"3091","","506","F-00038X1","15","1800"
"3094","","509","F-00014M","10","900"
"3127","","542","F-00243","10","900"
"3142","","557","F-00031","20","1200"
"3149","","564","F-00527","10","900"
"3180","","595","F-00518M","10","900"
"3183","","598","F-00247X","6","540"
"3215","","630","F-00475X","2","240"
"3222","","637","F-01138X","2","240"
"3229","","644","F-01176X","4","480"
"3282","","697","F-00501","6","540"
"3293","","708","F-00832","2","180"
"3295","","710","F-00400","2","180"
"3326","","741","F-00133X","10","1200"
"3333","","748","F-00128X","12","1440"
"3372","","787","F-01048X","10","1200"
"3373","","788","F-00492X","5","600"
"3374","","789","F-00754X","5","600"
"3384","","799","F-00961X","10","1200"
"3393","","808","F-00128","20","1800"
"3401","","816","F-00268A","10","900"
"3404","","819","F-00914","6","540"
"3410","","825","F-00540","4","360"
"3413","","828","F-00940","6","540"
"3339","","754","F-00839","10","900"
"3390","","805","F-00985","10","600"
"3323","","738","F-00101","10","600"
"3324","","739","F-00408","10","600"
"3424","","839","F-00132","10","600"
"3431","","846","F-00487","10","600"
"3440","","855","F-00981","10","600"
"3599","","1014","F-00587M","10","900"
"3605","","1020","F-00932","10","1200"
"3607","","1022","F-00276XX","10","1200"
"3610","","1025","F-00560XX","10","1200"
"3619","","1034","F-00444X","10","1200"
"3621","","1036","F-00276X","10","1200"
"3624","","1039","F-00560X","10","1200"
"3625","","1040","F-00902X","10","1200"
"3421","","836","F-00751","10","900"
"3418","","833","F-00624","6","540"
"3381","","796","F-01151Х","10","1200"
"3549","","964","F-00537","20","1800"
"3563","","978","F-01050","10","900"
"3568","","983","F-00800","5","450"
"3570","","985","F-00272","5","450"
"3576","","991","F-00719","6","540"
"3578","","993","F-00801","10","900"
"3584","","999","F-00755","6","540"
"3583","","998","F-00718","5","450"
"3564","","979","F-00588XX","2","240"
"2622","","37","F-00632","10","300"
"2678","","93","F-00011","8","240"
"2670","","85","F-00366","8","240"
"2718","","133","F-00558","8","240"
"2884","","299","F-00926","4","360"
"3035","","450","F-00233","6","540"
"3169","","584","F-00534M","8","720"
"3283","","698","F-00544","6","540"
"3293","","708","F-00832","6","540"
"3341","","756","F-00877","6","540"
"3347","","762","F-00267","6","540"
"3835","","1109","F-01142XX","3","360"
"3837","","1111","F-01142X","3","360"
"2999","","414","F-00612","4","360"
"2921","","336","F-00612X","4","480"
"2959","","374","F-00783","4","360"
"2903","","318","F-00783X","6","720"
"3142","","557","F-00031","6","360"
"3060","","475","F-00243X","4","480"
"2989","","404","F-00243XX","4","480"
"3167","","582","F-00534A","2","180"
"3082","","497","F-00534X","3","360"
"2752","","167","F-00168","5","300"
"3495","","910","F-00495","5","300"
"2965","","380","F-00496","4","240"
"3426","","841","F-00088","5","300"
"2889","","304","F-00118","10","600"
"2985","","400","F-00121","5","450"
"3442","","857","F-00142","5","300"
"3179","","594","F-00518","5","450"
"2897","","312","F-00820","5","300"
"3129","","544","F-00844","20","1800"
"3298","","713","F-00930","5","450"
"3300","","715","F-01019","4","360"
"3394","","809","F-00734","3","270"
"3486","","901","F-00113","6","360"
"3447","","862","F-00589A","5","450"
"2747","","162","F-00109","4","240"
"2787","","202","F-00069","4","240"
"3128","","543","F-00243M","4","360"
"3609","","1024","F-00582","2","180"
"3138","","553","F-00126","3","270"
"2720","","135","F-00681","9","270.00"
"3469","","884","F-00204","10","600"
"3450","","865","F-00589AM","8","960"
"3128","","543","F-00243M","15","1350"
"3832","","1106","F-00383","10","900"
"3451","","866","F-00492","8","720"
"3461","","876","F-00139M","8","720"
"3491","","906","F-00431","10","600"
"2632","","47","F-00117","10","300"
"3588","","1003","F-00622","10","900"
"3127","","542","F-00243","10","900"
"3446","","861","F-00378","6","540"
"3287","","702","F-00813","3","270"
"3286","","701","F-01138","2","180"
"3292","","707","F-00376","2","180"
"2826","","241","F-00123","2","180"
"2785","","200","F-00284","2","180"
"2850","","265","F-00440","2","180"
"3111","","526","F-00724","4","360"
"3484","","899","F-00750","2","180"
"3582","","997","F-00585","2","180"
"3638","","1053","F-01002","2","180"
"2586","","1","F-0000A","1","120"
"2830","","245","F-0000B","1","120"
"3100","","515","F-0000C","1","120"
"2678","","93","F-00011","2","60"
"2600","","15","F-00149","6","360"
"3651","","1066","F-00276","5","450"
"3646","","1061","F-00444","5","450"
"3652","","1067","F-01095","4","360"
"3655","","1070","F-00973","3","270"
"3657","","1072","F-00560","4","360"
"3805","","1079","F-01006","2","180"
"3663","","1078","F-01043","2","180"
"3828","","1102","F-00988","2","180"
"3830","","1104","F-01139","2","240"
"3833","","1107","F-00277","2","180"
"3838","","1112","F-01037","2","180"
"3586","","1001","F-01223","2","180"
"3588","","1003","F-00622","2","180"
"3176","","591","F-00241","5","450"
"3570","","985","F-00272","5","450"
"3571","","986","F-00273","4","360"
"3656","","1071","F-00275","4","360"
"2686","","101","F-00308","3","180"
"3292","","707","F-00376","5","450"
"3324","","739","F-00408","2","120"
"2691","","106","F-00421","5","300"
"2636","","51","F-00421X","2","120"
"2595","","10","F-00432","4","240"
"3072","","487","F-00448X","4","480"
"2795","","210","F-00497","2","180"
"2607","","22","F-00506","3","180"
"3236","","651","F-00520","2","120"
"2594","","9","F-00523","2","180"
"2693","","108","F-00529","3","180"
"2755","","170","F-00531","3","180"
"3261","","676","F-00535","4","360"
"3549","","964","F-00537","2","180"
"3168","","583","F-00534","3","270"
"3169","","584","F-00534M","2","180"
"3166","","581","F-00669","2","180"
"2695","","110","F-00677","3","90"
"2616","","31","F-00687","2","180"
"3476","","891","F-00706","2","180"
"3827","","1101","F-00939","4","360"
"3502","","917","F-01069","2","180"
"3165","","580","F-00288M","4","360"
"3474","","889","F-00961","4","360"
"3475","","890","F-00709","6","540"
"3648","","1063","F-00880","2","180"
"3658","","1073","F-00902","2","180"
"3659","","1074","F-00902A","2","180"
"3829","","1103","F-00451","2","180"
"3099","","514","F-00911","4","360"
"3132","","547","F-00467","2","180"
"3144","","559","F-01046","2","180"
"3153","","568","F-00129","4","360"
"3479","","894","F-01023","10","900"
"3549","","964","F-00537","10","900"
"3556","","971","F-00021","10","900"
"3279","","694","F-00475","10","900"
"3302","","717","F-00826","6","540"
"3300","","715","F-01019","6","540"
"3554","","969","F-00033","10","900"
"3271","","686","F-00934","10","900"
"3029","","444","F-00515","10","900"
"3646","","1061","F-00444","20","1800"
"3258","","673","F-00541","20","1800"
"2660","","75","F-00110","20","600"
"3037","","452","F-00426","10","900"
"3044","","459","F-00599","10","900"
"3479","","894","F-01023","10","900"
"3059","","474","F-00038X","4","480"
"2657","","72","F-00484","6","180"
"2680","","95","F-00849","4","120"
"3028","","443","F-00231","4","360"
"2621","","36","F-00080","5","150"
"3129","","544","F-00844","6","540"
"3549","","964","F-00537","3","270"
"3605","","1020","F-00932","3","360"
"3448","","863","F-00835","6","360"
"2755","","170","F-00531","4","240"
"2879","","294","F-00224","6","540"
"2728","","143","F-00217","2","180"
"2727","","142","F-00058","2","60"
"2737","","152","F-01167","2","120"
"2730","","145","F-00502","2","120"
"2736","","151","F-01153","2","120"
"2743","","158","F-00659","2","180"
"2754","","169","F-00720","2","120"
"2756","","171","F-00493","2","120"
"2755","","170","F-00531","2","120"
"2753","","168","F-00667","2","120"
"2791","","206","F-00890","2","120"
"2790","","205","F-00759","2","120"
"2789","","204","F-00680","2","120"
"2795","","210","F-00497","2","180"
"2813","","228","F-00670A","2","240"
"2811","","226","F-00948","2","180"
"2808","","223","F-00219","2","180"
"2826","","241","F-00123","2","180"
"3003","","418","F-00543","2","180"
"3008","","423","F-01018","2","180"
"3019","","434","F-00228","4","360"
"3115","","530","F-00245M","2","180"
"3574","","989","F-00756","2","180"
"3434","","849","F-00584","1","90"
"3433","","848","F-00409","1","90"
"3405","","820","F-00960","2","180"
"3406","","821","F-00962","2","180"
"3392","","807","F-00765","2","180"
"3389","","804","F-00817","2","120"
