"Order Items: Product ID","Order Items: Variation ID","Order Items: SKU","Order Items: Product Name","Order Items: Quantity","Order Items: Total"
"3015","","430","F-00474","3","270"
"3017","","432","F-01092M","20","1800"
"2972","","387","F-01021","10","900"
"2963","","378","F-00831","15","1350"
"3009","","424","F-01039","10","900"
"3027","","442","F-01009","10","900"
"3033","","448","F-00515M","10","900"
"3114","","529","F-00724","10","900"
"3139","","554","F-00653","20","1800"
"3160","","575","F-00524X","10","900"
"3168","","583","F-00288M","5","450"
"3172","","587","F-00534M","15","1350"
"3344","","759","F-00877","5","450"
"3398","","813","F-00128","10","900"
"3426","","841","F-00751","10","900"
"3835","","1109","F-00939","5","450"
"3364","","779","F-00825","5","450"
"3657","","1072","F-00678","5","450"
"3399","","814","F-00734","5","450"
"2958","","373","F-00285","2","180"
"2731","","146","F-00217","5","450"
"2649","","64","F-00657","1","30"
"2685","","100","F-00140","1","60"
"2687","","102","F-00184","1","60"
"2677","","92","F-00030","3","90"
"2744","","159","F-00186","1","60"
"2750","","165","F-00109","3","180"
"2790","","205","F-00069","1","60"
"2895","","310","F-00296","1","60"
"2859","","274","F-00035","1","90"
"2988","","403","F-00121","2","180"
"3013","","428","F-00090","2","180"
"3127","","542","F-00713","1","90"
"3096","","511","F-00014","1","90"
"3172","","587","F-00534M","1","90"
"3246","","661","F-00047","2","120"
"3270","","685","F-00592","1","90"
"3282","","697","F-00542M","1","90"
"3461","","876","F-00057","4","360"
"3553","","968","F-00062","2","120"
"3656","","1071","F-00880","1","90"
"2842","","257","F-00024X","1","120"
"2918","","333","F-00095X","2","240"
"2932","","347","F-01092X","4","480"
"3094","","509","F-00038X1","2","240"
"3627","","1042","F-00444X","2","240"
"2837","","252","F-00035X","2","240"
"2681","","96","F-00037","3","90"
"2981","","396","F-00048","2","120"
"3640","","1055","F-00091","2","180"
"2661","","76","F-00110","3","90"
"2638","","53","F-00185","2","60"
"2885","","300","F-00225M","6","540"
"2883","","298","F-00225","2","180"
"2847","","262","F-00225X","3","360"
"3005","","420","F-00229M","2","180"
"2926","","341","F-00229X","2","240"
"3241","","656","F-00309","2","120"
"2664","","79","F-00315","3","90"
"2789","","204","F-00425","2","120"
"2619","","34","F-00519","2","120"
"2623","","38","F-00632","3","90"
"3494","","909","F-00729","4","360"
"3591","","1006","F-00718","2","180"
"3187","","602","F-00808","2","180"
"3295","","710","F-00832","2","180"
"2627","","42","F-00855","3","90"
"2852","","267","F-00865","3","180"
"2849","","264","F-00926X","3","360"
"2634","","49","F-00959","2","60"
"2660","","75","F-00993","4","120"
"2932","","347","F-01092X","3","360"
"3049","","464","F-01150","2","180"
"2754","","169","F-01148","3","180"
"2871","","286","F-01179M","2","180"
"3846","","1120","F-01037","20","1800"
"3837","","1111","F-00451","10","900"
"3627","","1042","F-00444X","10","1200"
"3593","","1008","F-00374","10","900"
"3523","","938","F-00062X","10","1200"
"3132","","547","F-00844","20","1800"
"2931","","346","F-00474X","10","1200"
"3434","","849","F-00319","20","1200"
"2719","","134","F-00063","50","1500"
"2718","","133","F-00138","10","600"
"2659","","74","F-00459","30","1800"
"2968","","383","F-00496","2","120"
"2963","","378","F-00831","2","180"
"2965","","380","F-00078","2","120"
"2974","","389","F-00226M","2","180"
"2976","","391","F-00966","2","180"
"2958","","373","F-00285","2","180"
"2907","","322","F-00831X","2","240"
"2903","","318","F-00285X","2","240"
"2897","","312","F-00130","2","120"
"2893","","308","F-00758","2","120"
"2885","","300","F-00225M","2","180"
"2886","","301","F-00292M","2","180"
"2878","","293","F-00195","2","120"
"2873","","288","F-00916","2","120"
"2871","","286","F-01179M","2","180"
"2864","","279","F-00012","2","180"
"2867","","282","F-01179","2","180"
"2857","","272","F-00097","2","120"
"2856","","271","F-00028XX","2","240"
"2851","","266","F-00019","2","120"
"2667","","82","F-00114","6","180"
"2987","","402","F-00095","6","540"
"3018","","433","F-00397","3","270"
"3000","","415","F-00387","5","300"
"3008","","423","F-00829","3","270"
"3144","","559","F-00070M","6","540"
"3155","","570","F-00488","6","540"
"3396","","811","F-00133","6","540"
"3448","","863","F-00981M","5","450"
"3443","","858","F-00026","6","360"
"2722","","137","F-00663","5","150"
"3493","","908","F-00113","40","2400"
"2889","","304","F-00082","5","300"
"2895","","310","F-00296","5","300"
"3104","","519","F-00072","5","450"
"3202","","617","F-00535X","3","360"
"3516","","931","F-00358","5","300"
"3397","","812","F-00765","5","450"
"2832","","247","F-00938","5","300"
"3556","","971","F-00537","3","270"
"3280","","695","F-00542A","3","270"
"3283","","698","F-00952","3","270"
"2960","","375","F-00239","3","270"
"3039","","454","F-00407","30","2700"
"2630","","45","F-00183","10","300"
"3399","","814","F-00734","2","180"
"3400","","815","F-00735","2","180"
"3303","","718","F-01154","10","900"
"3185","","600","F-00377","10","900"
"2858","","273","F-00018","10","900"
"2864","","279","F-00012","10","900"
"3591","","1006","F-00718","10","900"
"3584","","999","F-00719","10","900"
"3832","","1106","F-00398","10","900"
"2658","","73","F-00484","20","600"
"3587","","1002","F-00450","30","2700"
"3041","","456","F-00171","5","450"
"2726","","141","F-01159","20","600"
"2717","","132","F-01159X","10","600"
"3246","","661","F-00047","10","600"
"2592","","7","F-00726","2","180"
"3560","","975","F-00017","10","900"
"3276","","691","F-00401","20","1800"
"3657","","1072","F-00678","5","450"
"3343","","758","F-00265","20","1800"
"2806","","221","F-01010","5","300"
"3172","","587","F-00534M","5","450"
"2621","","36","F-00182","10","300"
"3316","","731","F-00922","10","900"
"2702","","117","F-00368","20","600"
"2956","","371","F-00089","10","600"
"3213","","628","F-00255M","30","3600"
"2941","","356","F-01009X","10","1200"
"2834","","249","F-00440X","4","480"
"2736","","151","F-00562","10","600"
"3273","","688","F-00934","10","900"
"2946","","361","F-00233X","10","1200"
"3491","","906","F-00750","10","900"
"3580","","995","F-00273M","10","900"
"3539","","954","F-00273X","6","720"
"2662","","77","F-00740","20","600"
"3350","","765","F-00267","20","1800"
"2681","","96","F-00037","5","150"
"3246","","661","F-00047","5","300"
"2730","","145","F-00058","5","150"
"2743","","158","F-00100","5","300"
"3038","","453","F-00233","5","450"
"3157","","572","F-00246","3","270"
"3453","","868","F-00378","5","450"
"3562","","977","F-00417","5","450"
"3281","","696","F-00475","5","450"
"3136","","551","F-00485","5","450"
"3006","","421","F-00543","5","450"
"3568","","983","F-00593","10","900"
"3590","","1005","F-00585","3","270"
"3652","","1067","F-00737","2","180"
"3262","","677","F-00812","5","450"
"3150","","565","F-00244","5","450.00"
"3112","","527","F-00135","5","450.00"
"2672","","87","F-00366","6","180"
"3169","","584","F-00669","4","360"
"3837","","1111","F-00451","4","360"
"3493","","908","F-00113","10","600"
"2757","","172","F-00720","10","600"
"3295","","710","F-00832","4","360"
"3144","","559","F-00070M","5","450"
"2877","","292","F-00223","4","360"
"3131","","546","F-00243M","10","900"
"3172","","587","F-00534M","4","360"
"2832","","247","F-00938","6","360.00"
"2658","","73","F-00484","55","1650"
"3142","","557","F-00448","10","900"
"3493","","908","F-00113","5","300"
"2640","","55","F-00484X","3","180"
"2660","","75","F-00993","2","60"
"3300","","715","F-00930","2","180"
"2901","","316","F-00927","1","60"
"3154","","569","F-00604","5","450"
"3263","","678","F-00535","3","270"
"3501","","916","F-00433","5","450"
"2792","","207","F-00680","5","300"
"2751","","166","F-00104","7","420"
"2750","","165","F-00109","7","420"
"2586","","1","F-0000A","2","240"
"2595","","10","F-00432","2","120"
"2600","","15","F-00149","2","120"
"2599","","14","F-00052","2","60"
"2598","","13","F-00365","2","60"
"2597","","12","F-00744","1","60"
"2596","","11","F-00597","2","120"
"2605","","20","F-00976","3","90"
"2604","","19","F-01106","2","120"
"2613","","28","F-00154","3","90"
"2611","","26","F-00414","3","90"
"2609","","24","F-00556","1","60"
"2608","","23","F-00586","2","120"
"2606","","21","F-00148","1","60"
"2617","","32","F-00687","2","180"
"2615","","30","F-00165","2","120"
"2624","","39","F-00782","3","90"
"2621","","36","F-00182","2","60"
"2620","","35","F-00982","2","120"
"2635","","50","F-00164","1","60"
"2633","","48","F-00117","3","90"
"2638","","53","F-00185","3","90"
"2636","","51","F-00741","2","120"
"2651","","66","F-00395","1","30"
"2649","","64","F-00657","3","90"
"2660","","75","F-00993","2","60"
"2658","","73","F-00484","20","600"
"2657","","72","F-00313","3","90"
"2656","","71","F-00307","2","120"
"2667","","82","F-00114","3","90"
"2666","","81","F-00619","5","150"
"2663","","78","F-00111","10","300"
"2669","","84","F-00600","5","150"
"2672","","87","F-00366","2","60"
"2683","","98","F-01100","3","90"
"2680","","95","F-00011","3","90"
"2679","","94","F-00040","3","90"
"2685","","100","F-00140","2","120"
"2684","","99","F-01105","3","90"
"2694","","109","F-00421","2","120"
"2690","","105","F-00533","3","90"
"2688","","103","F-00308","2","120"
"2687","","102","F-00184","2","120"
"2700","","115","F-00895","3","90"
"2696","","111","F-00529","3","180"
"2709","","124","F-00915","3","180"
"2707","","122","F-00641","2","120"
"2726","","141","F-01159","30","900"
"2736","","151","F-00562","2","120"
"2744","","159","F-00186","2","120"
"2964","","379","F-00738","5","450"
"2963","","378","F-00831","5","450"
"2959","","374","F-00236","4","360"
"2958","","373","F-00285","4","360"
"2968","","383","F-00496","2","120"
"2966","","381","F-00198","2","180"
"2971","","386","F-00360","2","180"
"2969","","384","F-00237","4","360"
"2975","","390","F-00833","6","540"
"2977","","392","F-00476","1","90"
"2976","","391","F-00966","4","360"
"2981","","396","F-00048","2","120"
"2979","","394","F-00077","1","90"
"2978","","393","F-00601","2","180"
"2982","","397","F-01158","1","60"
"2991","","406","F-00227","2","240"
"3005","","420","F-00229M","2","180"
"3001","","416","F-00387M","2","120"
"3009","","424","F-01039","4","360"
"3018","","433","F-00397","10","900"
"3025","","440","F-00668","1","90"
"3024","","439","F-00240","6","540"
"3030","","445","F-00291","2","180"
"3029","","444","F-01117","2","180"
"3035","","450","F-00878M","4","360"
"3042","","457","F-00818","4","360"
"3041","","456","F-00171","4","360"
"3036","","451","F-00917","4","360"
"3045","","460","F-00234","2","180"
"3050","","465","F-01096","2","180"
"3052","","467","F-00941","6","540"
"3051","","466","F-01099","2","180"
"3097","","512","F-00014M","10","900"
"3102","","517","F-00911","4","360"
"3099","","514","F-00038M","4","360"
"3106","","521","F-00301","2","120"
"3110","","525","F-00196","2","120"
"3113","","528","F-00406","2","180"
"3111","","526","F-00422","2","120"
"3115","","530","F-00696","2","120"
"3114","","529","F-00724","2","180"
"3118","","533","F-00245M","6","540"
"3117","","532","F-00199","2","120"
"3122","","537","F-00107","2","180"
"3129","","544","F-00093","6","540"
"3135","","550","F-00467","4","360"
"3140","","555","F-01175","2","180"
"3145","","560","F-00031","5","300"
"3142","","557","F-00448","4","360"
"3158","","573","F-00658","2","180"
"3163","","578","F-00819","2","180"
"3159","","574","F-00094M","4","360"
"3187","","602","F-00808","2","180"
"3241","","656","F-00309","2","120"
"3240","","655","F-00256","2","180"
"3247","","662","F-00124","4","240"
"3244","","659","F-00303","2","120"
"3243","","658","F-00483","2","120"
"3252","","667","F-00206","2","120"
"3251","","666","F-00373","12","1080"
"3250","","665","F-00389","4","240"
"3255","","670","F-00545M","4","360"
"3257","","672","F-01170","8","720"
"3265","","680","F-00380","2","180"
"3264","","679","F-00694","2","180"
"3263","","678","F-00535","2","180"
"3262","","677","F-00812","2","180"
"3248","","663","F-00490","5","300"
"3270","","685","F-00592","4","360"
"3275","","690","F-00401A","4","360"
"3274","","689","F-01107","10","900"
"3277","","692","F-00447","10","900"
"3282","","697","F-00542M","6","540"
"3285","","700","F-00544","2","180"
"3294","","709","F-00376","6","540"
"3300","","715","F-00930","4","360"
"3299","","714","F-01176","4","360"
"3296","","711","F-00780","2","180"
"3304","","719","F-00826","6","540"
"3303","","718","F-01154","2","180"
"3302","","717","F-01019","4","360"
"3301","","716","F-00990","2","180"
"3310","","725","F-00540XX","2","240"
"3315","","730","F-00683","2","180"
"3324","","739","F-00367","5","300"
"3325","","740","F-00101","2","120"
"3327","","742","F-00811","2","120"
"3326","","741","F-00408","2","120"
"3344","","759","F-00877","2","180"
"3341","","756","F-00821","4","360"
"3350","","765","F-00267","2","180"
"3349","","764","F-00266","2","180"
"3354","","769","F-01028","2","180"
"3358","","773","F-00838","2","180"
"3362","","777","F-00671","2","180"
"3367","","782","F-00931","2","180"
"3365","","780","F-00986","4","360"
"3394","","809","F-00817","2","120"
"3398","","813","F-00128","6","540"
"3403","","818","F-00809","6","540"
"3402","","817","F-00698","4","360"
"3410","","825","F-00960","4","360"
"3407","","822","F-00268","2","180"
"3406","","821","F-00268A","2","180"
"3420","","835","F-01045","2","180"
"3416","","831","F-00697","2","180"
"3425","","840","F-00951","2","180"
"3422","","837","F-00766","2","180"
"3421","","836","F-00375","2","180"
"3430","","845","F-00996","2","180"
"3428","","843","F-01177","2","180"
"3426","","841","F-00751","2","180"
"3433","","848","F-00088","5","300"
"3440","","855","F-00409","4","360"
"3439","","854","F-01024","2","120"
"3436","","851","F-00979","3","180"
"3445","","860","F-00479","5","300"
"3462","","877","F-00943","2","180"
"3461","","876","F-00057","2","180"
"3459","","874","F-00754","4","360"
"3465","","880","F-00172","4","360"
"3464","","879","F-00548","4","240"
"4039","","1121","F-01142","4","360"
"4040","","1122","F-00647","2","180"
"3846","","1120","F-01037","4","360"
"3840","","1114","F-00383","2","180"
"3836","","1110","F-00988","4","360"
"3837","","1111","F-00451","4","360"
"3832","","1106","F-00398","4","360"
"3835","","1109","F-00939","4","360"
"3831","","1105","F-00424","2","180"
"3829","","1103","F-00984","2","180"
"3830","","1104","F-01178","2","180"
"3816","","1090","F-00908","2","180"
"3813","","1087","F-01006","2","180"
"3814","","1088","F-00857","2","180"
"3815","","1089","F-00742","2","180"
"3811","","1085","F-00827","4","360"
"3812","","1086","F-01043","2","180"
"3806","","1080","F-00560","4","360"
"3810","","1084","F-00745","2","180"
"3805","","1079","F-00275","2","180"
"3662","","1077","F-00803","4","360"
"3657","","1072","F-00678","4","360"
"3658","","1073","F-01003","2","180"
"3659","","1074","F-00276","4","360"
"3660","","1075","F-01095","4","360"
"3653","","1068","F-00737M","2","180"
"3646","","1061","F-01002","2","180"
"3648","","1063","F-00446","2","180"
"3649","","1064","F-00569","2","180"
"3642","","1057","F-00211","2","180"
"3643","","1058","F-00176","2","180"
"3640","","1055","F-00091","2","180"
"3611","","1026","F-00205","2","180"
"3607","","1022","F-00587M","4","360"
"3605","","1020","F-00588","2","180"
"3596","","1011","F-00622","2","180"
"3592","","1007","F-00755","2","180"
"3594","","1009","F-01223","2","180"
"3587","","1002","F-00450","4","360"
"3590","","1005","F-00585","2","180"
"3591","","1006","F-00718","2","180"
"3582","","997","F-00756","6","540"
"3586","","1001","F-00801","6","540"
"3577","","992","F-00725","2","180"
"3578","","993","F-00272","2","180"
"3579","","994","F-00273","2","180"
"3580","","995","F-00273M","2","180"
"3581","","996","F-01125","2","180"
"3572","","987","F-00208","2","180"
"3573","","988","F-00850","2","180"
"3568","","983","F-00593","8","720"
"3569","","984","F-00704","6","540"
"3564","","979","F-00029","4","360"
"3561","","976","F-00033","4","360"
"3556","","971","F-00537","10","900"
"3559","","974","F-00271","2","180"
"3558","","973","F-00539M","10","900"
"3553","","968","F-00062","2","120"
"3502","","917","F-00495","2","120"
"3505","","920","F-00433A","2","180"
"3501","","916","F-00433","2","180"
"3500","","915","F-00343","2","180"
"3497","","912","F-00081","2","120"
"3490","","905","F-00286","2","180"
"3491","","906","F-00750","2","180"
"3486","","901","F-01023","4","360"
"3488","","903","F-00843","2","180"
"3482","","897","F-00709","2","180"
"3485","","900","F-00869","6","540"
"3481","","896","F-00961","6","540"
"3476","","891","F-00204","2","120"
"3478","","893","F-00743","4","360"
"3475","","890","F-00269A","2","180"
"3470","","885","F-00546M","4","360"
"3463","","878","F-00434","2","120"
"3453","","868","F-00378","1","90.00"
"2988","","403","F-00121","2","180"
"2919","","334","F-00121X","2","240"
"3022","","437","F-00228","2","180"
"2936","","351","F-00228X","2","240"
"2937","","352","F-00230X","1","120"
"3028","","443","F-00230","1","90"
"3024","","439","F-00240","2","180"
"2938","","353","F-00240X","2","240"
"2895","","310","F-00296","2","120"
"2866","","281","F-00396","1","90"
"2843","","258","F-00396X","2","240"
"2915","","330","F-00476X","1","120"
"3326","","741","F-00408","2","120"
"2699","","114","F-00688","2","60"
"2861","","276","F-00642","1","90"
"2839","","254","F-00642X","2","240"
"2802","","217","F-00642XX","2","240"
"2893","","308","F-00758","2","120"
"2921","","336","F-00830X","1","120"
"2913","","328","F-00966X","2","240"
"2700","","115","F-00895","2","60"
"2930","","345","F-01018X","1","120"
"2894","","309","F-01065","1","60"
"2867","","282","F-01179","2","180"
"2848","","263","F-00292X","1","120"
"3030","","445","F-00291","1","90"
"2884","","299","F-00292","1","90"
"2809","","224","F-00381","1","90"
"2772","","187","F-00381X","1","120"
"3018","","433","F-00397","1","90"
"2933","","348","F-00397X","1","120"
"3275","","690","F-00401A","1","90"
"3212","","627","F-00401AX","1","120"
"3214","","629","F-00401X","1","120"
"2604","","19","F-01106","10","600"
"2608","","23","F-00586","10","600"
"2611","","26","F-00414","10","300"
"2616","","31","F-00122","10","900"
"2621","","36","F-00182","10","300"
"2622","","37","F-00080","10","300"
"2660","","75","F-00993","20","600"
"2671","","86","F-01072","20","600"
"2680","","95","F-00011","10","300"
"2691","","106","F-00144","10","600"
"2746","","161","F-00659","10","900"
"2750","","165","F-00109","10","600"
"2756","","171","F-00667","10","600"
"2758","","173","F-00531","10","600"
"2831","","246","F-00526","10","600"
"2892","","307","F-00118","20","1200"
"3305","","720","F-00859","10","600"
"3325","","740","F-00101","10","600"
"3437","","852","F-00169","20","1200"
"3456","","871","F-00394","10","600"
"3501","","916","F-00433","30","2700"
"3516","","931","F-00358","10","600"
"3815","","1089","F-00742","10","900"
"2731","","146","F-00217","8","720"
"2753","","168","F-00547X","10","1200"
"2769","","184","F-00497X","10","1200"
"2773","","188","F-00670X","10","1200"
"2775","","190","F-00948X","10","1200"
"2776","","191","F-00494X","10","1200"
"2777","","192","F-00670AX","10","1200"
"2778","","193","F-00220X","10","1200"
"2798","","213","F-00497","10","900"
"2836","","251","F-00018X","10","1200"
"2846","","261","F-00499X","10","1200"
"2849","","264","F-00926X","10","1200"
"2861","","276","F-00642","10","900"
"2904","","319","F-00236X","10","1200"
"2908","","323","F-00198X","10","1200"
"2913","","328","F-00966X","10","1200"
"2922","","337","F-00933","10","1200"
"2929","","344","F-01039X","10","1200"
"2942","","357","F-00231X","10","1200"
"2961","","376","F-00651","10","900"
"2976","","391","F-00966","10","900"
"2989","","404","F-00014XX","10","1200"
"3002","","417","F-00612","10","900"
"3011","","426","F-01018","10","900"
"3018","","433","F-00397","10","900"
"3031","","446","F-00231","20","1800"
"3029","","444","F-01117","10","900"
"3036","","451","F-00917","10","900"
"3094","","509","F-00038X1","10","1200"
"3121","","536","F-00631","4","360"
"3126","","541","F-00071","10","900"
"3127","","542","F-00713","10","900"
"3130","","545","F-00243","4","360"
"3139","","554","F-00653","10","900"
"3142","","557","F-00448","19","1710"
"3165","","580","F-00935","10","900"
"3172","","587","F-00534M","10","900"
"3185","","600","F-00377","10","900"
"3189","","604","F-00282","10","900"
"3193","","608","F-00025X","10","1200"
"3227","","642","F-00832X","10","1200"
"3233","","648","F-00990X","10","1200"
"3240","","655","F-00256","10","900"
"3262","","677","F-00812","10","900"
"3264","","679","F-00694","10","900"
"3283","","698","F-00952","10","900"
"3289","","704","F-00813","10","900"
"3294","","709","F-00376","20","1800"
"3293","","708","F-00259M","10","900"
"3321","","736","F-00986X","11","1320"
"3319","","734","F-00671X","10","1200"
"3339","","754","F-00057XX","10","1200"
"3365","","780","F-00986","10","900"
"3367","","782","F-00931","10","900"
"3451","","866","F-00589M","10","900"
"3459","","874","F-00754","10","900"
"3485","","900","F-00869","10","900"
"3519","","934","F-00755XX","10","1200"
"3523","","938","F-00062X","10","1200"
"3593","","1008","F-00374","10","900"
"3656","","1071","F-00880","20","1800"
"3237","","652","F-00141","10","600"
"2721","","136","F-00558","5","150"
"2718","","133","F-00138","5","300"
"3445","","860","F-00479","6","360"
"3450","","865","F-00404","2","120"
"3444","","859","F-00026M","2","180"
"2645","","60","F-00779X","2","120"
"2640","","55","F-00484X","2","120"
"2647","","62","F-00561X","2","120"
"2658","","73","F-00484","8","240"
"2665","","80","F-00769","2","60"
"2663","","78","F-00111","6","180"
"2672","","87","F-00366","8","240"
"2678","","93","F-00039","2","60"
"2680","","95","F-00011","4","120"
"2687","","102","F-00184","4","240"
"2724","","139","F-00887","8","240"
"2758","","173","F-00531","4","240"
"2832","","247","F-00938","4","240"
"2742","","157","F-00100A","2","120"
"2761","","176","F-00605","2","120"
"2765","","180","F-00576","2","180"
"2857","","272","F-00097","2","120"
"2956","","371","F-00089","2","120"
"3046","","461","F-00099","2","120"
"3109","","524","F-00311","2","120"
"3125","","540","F-00721","2","120"
"3244","","659","F-00303","2","120"
"3326","","741","F-00408","8","480"
"3394","","809","F-00817","2","120"
"3435","","850","F-00682","8","480"
"3447","","862","F-00981","2","120"
"3505","","920","F-00433A","2","180"
"3575","","990","F-00046","2","120"
"3643","","1058","F-00176","1","90"
"3453","","868","F-00378","8","720"
"3454","","869","F-00589A","8","720"
"3460","","875","F-00022","4","360"
"3421","","836","F-00375","2","180"
"3397","","812","F-00765","2","180"
"3140","","555","F-01175","8","720"
"3182","","597","F-00518","2","180"
"2961","","376","F-00651","6","540"
"3297","","712","F-00400","6","540"
"3006","","421","F-00543","8","720"
"3426","","841","F-00751","2","180"
"3425","","840","F-00951","2","180"
"2753","","168","F-00547X","1","120"
"2764","","179","F-00494XX","1","120"
"2766","","181","F-00027X","1","120"
"2768","","183","F-00796X","1","120"
"2770","","185","F-00283X","1","120"
"2773","","188","F-00670X","1","120"
"2776","","191","F-00494X","1","120"
"2777","","192","F-00670AX","1","120"
"2778","","193","F-00220X","1","120"
"2783","","198","F-00512X","1","120"
"2786","","201","F-00123X","1","120"
"2801","","216","F-00441XX","1","120"
"2818","","233","F-00223XX","1","120"
"2835","","250","F-00739X","1","120"
"2836","","251","F-00018X","1","120"
"2843","","258","F-00396X","1","120"
"2846","","261","F-00499X","1","120"
"2847","","262","F-00225X","1","120"
"2856","","271","F-00028XX","1","120"
"2876","","291","F-00360XX","1","120"
"2881","","296","F-00090XX","1","120"
"2902","","317","F-00028X","1","120"
"2904","","319","F-00236X","1","120"
"2907","","322","F-00831X","1","120"
"2908","","323","F-00198X","1","120"
"2912","","327","F-01021X","2","240"
"2916","","331","F-00601X","1","120"
"2922","","337","F-00933","1","120"
"2924","","339","F-00612X","1","120"
"2929","","344","F-01039X","1","120"
"2930","","345","F-01018X","1","120"
"2932","","347","F-01092X","1","120"
"2933","","348","F-00397X","1","120"
"2940","","355","F-00983X","1","120"
"2943","","358","F-00917X","1","120"
"2947","","362","F-00407X","1","120"
"2949","","364","F-00965X","1","120"
"2951","","366","F-00599X","1","120"
"2953","","368","F-00941X","1","120"
"2992","","407","F-00243XX","1","120"
"2997","","412","F-00485XX","1","120"
"3012","","427","F-00488XX","1","120"
"3056","","471","F-00724X","1","120"
"3058","","473","F-00423X","1","120"
"3059","","474","F-00071X","1","120"
"3063","","478","F-00243X","1","120"
"3068","","483","F-00485X","1","120"
"3072","","487","F-01175X","1","120"
"3076","","491","F-00488X","1","120"
"3077","","492","F-00129X","1","120"
"3079","","494","F-00094X","1","120"
"3081","","496","F-00935X","1","120"
"3082","","497","F-00288X","1","120"
"3084","","499","F-00534XA","1","120"
"3085","","500","F-00534X","1","120"
"3086","","501","F-00120X","1","120"
"3090","","505","F-00714X","1","120"
"3091","","506","F-00377X","1","120"
"3092","","507","F-00242X","1","120"
"3095","","510","F-00243X1","1","120"
"3186","","601","F-00247X","1","90"
"3192","","607","F-00826XX","1","120"
"3193","","608","F-00025X","1","120"
"3199","","614","F-01170X","1","120"
"3202","","617","F-00535X","1","120"
"3204","","619","F-00380X","1","120"
"3206","","621","F-00592X","1","120"
"3209","","624","F-00934X","1","120"
"3216","","631","F-01044","1","120"
"3215","","630","F-00447X","1","120"
"3219","","634","F-00952X","1","120"
"3224","","639","F-01138X","1","120"
"3225","","640","F-00247","1","90"
"3227","","642","F-00832X","2","240"
"3228","","643","F-00780X","2","240"
"3233","","648","F-00990X","1","120"
"3235","","650","F-01154X","1","120"
"3236","","651","F-00826X","1","120"
"3287","","702","F-00922X","1","90"
"3307","","722","F-00839X","1","120"
"3308","","723","F-00265X","1","120"
"3310","","725","F-00540XX","1","120"
"3311","","726","F-00266X","1","120"
"3314","","729","F-00267X","1","90"
"3317","","732","F-01028X","1","120"
"3318","","733","F-00838X","1","120"
"3322","","737","F-01054X","1","120"
"3323","","738","F-00931X","1","120"
"3329","","744","F-00589XX","1","120"
"3335","","750","F-00128X","1","120"
"3339","","754","F-00057XX","1","120"
"3341","","756","F-00821","1","90"
"3344","","759","F-00877","1","90"
"3346","","761","F-00960X","1","120"
"3348","","763","F-00540X","1","120"
"3350","","765","F-00267","1","90"
"3357","","772","F-01090XX","1","120"
"3358","","773","F-00838","1","90"
"3362","","777","F-00671","1","90"
"3364","","779","F-00825","1","90"
"3369","","784","F-01177X","1","120"
"3370","","785","F-00970X","1","120"
"3381","","796","F-00057X","1","120"
"3388","","803","F-00743X","1","120"
"3389","","804","F-00961X","1","120"
"3390","","805","F-00270AX","1","120"
"3391","","806","F-00706X","1","120"
"3393","","808","F-01023X","1","120"
"3460","","875","F-00022","2","180.00"
"2858","","273","F-00018","10","900"
"3242","","657","F-00025","15","900"
"2678","","93","F-00039","10","300"
"2599","","14","F-00052","2","60"
"2727","","142","F-00054","5","150"
"2730","","145","F-00058","2","60"
"2719","","134","F-00063","30","900"
"2896","","311","F-00086","10","600"
"3129","","544","F-00093","20","1800"
"3148","","563","F-00096","5","300"
"2795","","210","F-00098","10","900"
"3325","","740","F-00101","10","600"
"2892","","307","F-00118","10","600"
"3174","","589","F-00120","6","540"
"2755","","170","F-00168","10","600"
"2741","","156","F-00186A","10","600"
"2654","","69","F-00993X","20","600"
"2878","","293","F-00195","4","240"
"3252","","667","F-00206","10","600"
"3005","","420","F-00229M","10","900"
"3225","","640","F-00247","2","180"
"3579","","994","F-00273","4","360"
"2680","","95","F-00011","30","900"
"3134","","549","F-00369","20","1800"
"3294","","709","F-00376","6","540"
"3040","","455","F-00426","10","900"
"3173","","588","F-00411","10","900"
"2611","","26","F-00414","5","150"
"3562","","977","F-00417","2","180"
"3501","","916","F-00433","10","900"
"2853","","268","F-00440","10","900"
"3144","","559","F-00070M","20","1800"
"2658","","73","F-00484","10","300"
"3155","","570","F-00488","6","540"
"3248","","663","F-00490","5","300"
"3172","","587","F-00534M","10","900"
"3260","","675","F-00541","4","360"
"3139","","554","F-00653","20","1800"
"3653","","1068","F-00737M","20","1800"
"3426","","841","F-00751","4","360"
"3592","","1007","F-00755","5","450"
"2670","","85","F-00779","15","450"
"2962","","377","F-00783","6","540"
"2900","","315","F-00820","10","600"
"3364","","779","F-00825","4","360"
"3485","","900","F-00869","6","540"
"3410","","825","F-00960","10","900"
"2684","","99","F-01105","10","300"
"3288","","703","F-01138","4","360"
"3257","","672","F-01170","10","900"
"3264","","679","F-00694","10","900"
"3270","","685","F-00592","10","900"
"3290","","705","F-00994","10","900"
"3291","","706","F-00544A","10","900"
"3342","","757","F-00839","10","900"
"3344","","759","F-00877","20","1800"
"3350","","765","F-00267","10","900"
"3477","","892","F-00269","10","900"
"3557","","972","F-00539","10","900"
"3560","","975","F-00017","10","900"
"2795","","210","F-00098","10","900"
"3420","","835","F-01045","10","900"
"3657","","1072","F-00678","6","540"
"3397","","812","F-00765","5","450"
"3410","","825","F-00960","5","450"
"3458","","873","F-00492","10","900"
